YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1992,463,BASODINO,35.0,RGI50-11.01987
1993,463,BASODINO,-82.0,RGI50-11.01987
1994,463,BASODINO,444.0,RGI50-11.01987
1995,463,BASODINO,614.0,RGI50-11.01987
1996,463,BASODINO,166.0,RGI50-11.01987
1997,463,BASODINO,-209.0,RGI50-11.01987
1998,463,BASODINO,-1074.0,RGI50-11.01987
1999,463,BASODINO,-443.0,RGI50-11.01987
2000,463,BASODINO,-781.0,RGI50-11.01987
2001,463,BASODINO,591.0,RGI50-11.01987
2002,463,BASODINO,-356.0,RGI50-11.01987
2003,463,BASODINO,-2043.0,RGI50-11.01987
2004,463,BASODINO,-490.0,RGI50-11.01987
2005,463,BASODINO,-1172.0,RGI50-11.01987
2006,463,BASODINO,-2501.0,RGI50-11.01987
2007,463,BASODINO,-902.0,RGI50-11.01987
2008,463,BASODINO,-1168.0,RGI50-11.01987
2009,463,BASODINO,130.0,RGI50-11.01987
2010,463,BASODINO,-584.0,RGI50-11.01987
2011,463,BASODINO,-988.0,RGI50-11.01987
2012,463,BASODINO,-1369.0,RGI50-11.01987
2013,463,BASODINO,82.0,RGI50-11.01987
2014,463,BASODINO,-250.0,RGI50-11.01987
