YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1969,3919,ELIOT,700.0,RGI50-02.13914
1970,3919,ELIOT,-270.0,RGI50-02.13914
1971,3919,ELIOT,700.0,RGI50-02.13914
1972,3919,ELIOT,830.0,RGI50-02.13914
1973,3919,ELIOT,-1820.0,RGI50-02.13914
1974,3919,ELIOT,1580.0,RGI50-02.13914
1975,3919,ELIOT,1720.0,RGI50-02.13914
1976,3919,ELIOT,1160.0,RGI50-02.13914
1977,3919,ELIOT,-1140.0,RGI50-02.13914
1978,3919,ELIOT,1020.0,RGI50-02.13914
1979,3919,ELIOT,-620.0,RGI50-02.13914
1980,3919,ELIOT,590.0,RGI50-02.13914
1981,3919,ELIOT,320.0,RGI50-02.13914
1982,3919,ELIOT,4150.0,RGI50-02.13914
1983,3919,ELIOT,850.0,RGI50-02.13914
