YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1962,300,HELLSTUGUBREEN,780.0,RGI50-08.02182
1963,300,HELLSTUGUBREEN,-980.0,RGI50-08.02182
1964,300,HELLSTUGUBREEN,-120.0,RGI50-08.02182
1965,300,HELLSTUGUBREEN,520.0,RGI50-08.02182
1966,300,HELLSTUGUBREEN,-670.0,RGI50-08.02182
1967,300,HELLSTUGUBREEN,550.0,RGI50-08.02182
1968,300,HELLSTUGUBREEN,-110.0,RGI50-08.02182
1969,300,HELLSTUGUBREEN,-1280.0,RGI50-08.02182
1970,300,HELLSTUGUBREEN,-1000.0,RGI50-08.02182
1971,300,HELLSTUGUBREEN,-130.0,RGI50-08.02182
1972,300,HELLSTUGUBREEN,-490.0,RGI50-08.02182
1973,300,HELLSTUGUBREEN,-210.0,RGI50-08.02182
1974,300,HELLSTUGUBREEN,240.0,RGI50-08.02182
1975,300,HELLSTUGUBREEN,-360.0,RGI50-08.02182
1976,300,HELLSTUGUBREEN,-730.0,RGI50-08.02182
1977,300,HELLSTUGUBREEN,-720.0,RGI50-08.02182
1978,300,HELLSTUGUBREEN,-540.0,RGI50-08.02182
1979,300,HELLSTUGUBREEN,-20.0,RGI50-08.02182
1980,300,HELLSTUGUBREEN,-1240.0,RGI50-08.02182
1981,300,HELLSTUGUBREEN,-330.0,RGI50-08.02182
1982,300,HELLSTUGUBREEN,-350.0,RGI50-08.02182
1983,300,HELLSTUGUBREEN,170.0,RGI50-08.02182
1984,300,HELLSTUGUBREEN,-510.0,RGI50-08.02182
1985,300,HELLSTUGUBREEN,-290.0,RGI50-08.02182
1986,300,HELLSTUGUBREEN,-490.0,RGI50-08.02182
1987,300,HELLSTUGUBREEN,450.0,RGI50-08.02182
1988,300,HELLSTUGUBREEN,-1040.0,RGI50-08.02182
1989,300,HELLSTUGUBREEN,720.0,RGI50-08.02182
1990,300,HELLSTUGUBREEN,660.0,RGI50-08.02182
1991,300,HELLSTUGUBREEN,-450.0,RGI50-08.02182
1992,300,HELLSTUGUBREEN,140.0,RGI50-08.02182
1993,300,HELLSTUGUBREEN,300.0,RGI50-08.02182
1994,300,HELLSTUGUBREEN,70.0,RGI50-08.02182
1995,300,HELLSTUGUBREEN,-120.0,RGI50-08.02182
1996,300,HELLSTUGUBREEN,-740.0,RGI50-08.02182
1997,300,HELLSTUGUBREEN,-1650.0,RGI50-08.02182
1998,300,HELLSTUGUBREEN,-20.0,RGI50-08.02182
1999,300,HELLSTUGUBREEN,-420.0,RGI50-08.02182
2000,300,HELLSTUGUBREEN,190.0,RGI50-08.02182
2001,300,HELLSTUGUBREEN,-364.0,RGI50-08.02182
2002,300,HELLSTUGUBREEN,-1415.0,RGI50-08.02182
2003,300,HELLSTUGUBREEN,-1528.0,RGI50-08.02182
2004,300,HELLSTUGUBREEN,-843.0,RGI50-08.02182
2005,300,HELLSTUGUBREEN,-287.0,RGI50-08.02182
2006,300,HELLSTUGUBREEN,-2010.0,RGI50-08.02182
2007,300,HELLSTUGUBREEN,-670.0,RGI50-08.02182
2008,300,HELLSTUGUBREEN,-60.0,RGI50-08.02182
2009,300,HELLSTUGUBREEN,-230.0,RGI50-08.02182
2010,300,HELLSTUGUBREEN,-1340.0,RGI50-08.02182
2011,300,HELLSTUGUBREEN,-2041.0,RGI50-08.02182
2012,300,HELLSTUGUBREEN,-18.0,RGI50-08.02182
2013,300,HELLSTUGUBREEN,-779.0,RGI50-08.02182
2014,300,HELLSTUGUBREEN,-1210.0,RGI50-08.02182
