YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1957,816,IGLI TUYUKSU,30.0,RGI50-13.08782
1958,816,IGLI TUYUKSU,450.0,RGI50-13.08782
1959,816,IGLI TUYUKSU,-170.0,RGI50-13.08782
1960,816,IGLI TUYUKSU,210.0,RGI50-13.08782
1961,816,IGLI TUYUKSU,-230.0,RGI50-13.08782
1962,816,IGLI TUYUKSU,-370.0,RGI50-13.08782
1963,816,IGLI TUYUKSU,400.0,RGI50-13.08782
1964,816,IGLI TUYUKSU,460.0,RGI50-13.08782
1976,816,IGLI TUYUKSU,-460.0,RGI50-13.08782
1977,816,IGLI TUYUKSU,-750.0,RGI50-13.08782
1978,816,IGLI TUYUKSU,-1720.0,RGI50-13.08782
1979,816,IGLI TUYUKSU,-440.0,RGI50-13.08782
1980,816,IGLI TUYUKSU,-460.0,RGI50-13.08782
1981,816,IGLI TUYUKSU,-30.0,RGI50-13.08782
1982,816,IGLI TUYUKSU,-620.0,RGI50-13.08782
1983,816,IGLI TUYUKSU,-540.0,RGI50-13.08782
1984,816,IGLI TUYUKSU,-1200.0,RGI50-13.08782
1985,816,IGLI TUYUKSU,-550.0,RGI50-13.08782
1986,816,IGLI TUYUKSU,-520.0,RGI50-13.08782
1987,816,IGLI TUYUKSU,-340.0,RGI50-13.08782
1988,816,IGLI TUYUKSU,-600.0,RGI50-13.08782
1989,816,IGLI TUYUKSU,-460.0,RGI50-13.08782
1990,816,IGLI TUYUKSU,-940.0,RGI50-13.08782
