YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1964,476,FILLECK K.,-1260.0,RGI50-11.00073
1965,476,FILLECK K.,1890.0,RGI50-11.00073
1966,476,FILLECK K.,680.0,RGI50-11.00073
1967,476,FILLECK K.,190.0,RGI50-11.00073
1968,476,FILLECK K.,350.0,RGI50-11.00073
1969,476,FILLECK K.,-430.0,RGI50-11.00073
1970,476,FILLECK K.,280.0,RGI50-11.00073
1971,476,FILLECK K.,-300.0,RGI50-11.00073
1972,476,FILLECK K.,120.0,RGI50-11.00073
1973,476,FILLECK K.,-860.0,RGI50-11.00073
1974,476,FILLECK K.,690.0,RGI50-11.00073
1975,476,FILLECK K.,560.0,RGI50-11.00073
1976,476,FILLECK K.,280.0,RGI50-11.00073
1977,476,FILLECK K.,230.0,RGI50-11.00073
1978,476,FILLECK K.,870.0,RGI50-11.00073
1979,476,FILLECK K.,130.0,RGI50-11.00073
1980,476,FILLECK K.,860.0,RGI50-11.00073
