YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1960,1,CA,BABY,0.61,,,-878.0,,RGI50-03.00840
1961,1,CA,BABY,0.61,,,106.0,,RGI50-03.00840
1962,1,CA,BABY,0.61,,,-979.0,,RGI50-03.00840
1963,1,CA,BABY,0.61,,,-150.0,,RGI50-03.00840
1964,1,CA,BABY,0.61,,,250.0,,RGI50-03.00840
1965,1,CA,BABY,0.61,,,150.0,,RGI50-03.00840
1966,1,CA,BABY,0.61,,,70.0,,RGI50-03.00840
1967,1,CA,BABY,0.61,,,210.0,,RGI50-03.00840
1968,1,CA,BABY,0.61,,,-506.0,,RGI50-03.00840
1969,1,CA,BABY,0.61,300.0,-160.0,140.0,,RGI50-03.00840
1970,1,CA,BABY,0.61,240.0,130.0,110.0,,RGI50-03.00840
1971,1,CA,BABY,0.61,,,-476.0,,RGI50-03.00840
1972,1,CA,BABY,0.61,,,321.0,,RGI50-03.00840
1973,1,CA,BABY,,,,66.0,Multi-annual observation (132 mm w.e.) evenly distributed to corresponding years.,RGI50-03.00840
1974,1,CA,BABY,0.61,,,66.0,Multi-annual observation (132 mm w.e.) evenly distributed to corresponding years.,RGI50-03.00840
1975,1,CA,BABY,0.61,,,319.0,,RGI50-03.00840
1976,1,CA,BABY,0.61,,,149.0,,RGI50-03.00840
1977,1,CA,BABY,,,,-480.0,,RGI50-03.00840
1990,1,CA,BABY,0.61,,,-313.0,,RGI50-03.00840
1991,1,CA,BABY,0.61,,,-143.0,,RGI50-03.00840
1992,1,CA,BABY,0.61,,,-71.0,,RGI50-03.00840
1993,1,CA,BABY,0.61,,,-594.0,,RGI50-03.00840
1994,1,CA,BABY,0.61,,,-153.0,,RGI50-03.00840
1995,1,CA,BABY,0.61,,,-353.0,,RGI50-03.00840
1996,1,CA,BABY,0.61,,,165.0,,RGI50-03.00840
1997,1,CA,BABY,0.61,,,-126.0,,RGI50-03.00840
1998,1,CA,BABY,0.61,,,-21.0,,RGI50-03.00840
1999,1,CA,BABY,0.61,,,-925.0,,RGI50-03.00840
2000,1,CA,BABY,0.61,,,-560.0,,RGI50-03.00840
2001,1,CA,BABY,0.61,,,-100.0,,RGI50-03.00840
2002,1,CA,BABY,0.61,,,293.0,,RGI50-03.00840
2003,1,CA,BABY,0.61,,,-334.0,,RGI50-03.00840
2004,1,CA,BABY,,,,-185.0,Multi-annual observation (-370 mm w.e.) evenly distributed to corresponding years.,RGI50-03.00840
2005,1,CA,BABY,0.61,,,-185.0,Multi-annual observation (-370 mm w.e.) evenly distributed to corresponding years.,RGI50-03.00840
