YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1963,3690,CA,MELVILLE SOUTH ICE CAP,51.0,170.0,-295.0,-124.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1964,3690,CA,MELVILLE SOUTH ICE CAP,51.0,310.0,-23.0,288.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1965,3690,CA,MELVILLE SOUTH ICE CAP,51.0,140.0,-71.0,69.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1966,3690,CA,MELVILLE SOUTH ICE CAP,51.0,150.0,-303.0,-153.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1967,3690,CA,MELVILLE SOUTH ICE CAP,51.0,140.0,-10.0,130.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1968,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,25.0,D.O. Burgess: average value inferred from measurements over two years,RGI60-03.04552
1969,3690,CA,MELVILLE SOUTH ICE CAP,51.0,150.0,-125.0,25.0,D.O. Burgess: average value inferred from measurements over two years Bs calculated from reported Bw and Ba.,RGI60-03.04552
1970,3690,CA,MELVILLE SOUTH ICE CAP,51.0,160.0,-434.0,-274.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1971,3690,CA,MELVILLE SOUTH ICE CAP,51.0,180.0,-674.0,-491.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1972,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,-390.0,D.O. Burgess: average value inferred from measurements over two years,RGI60-03.04552
1973,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,-390.0,D.O. Burgess: average value inferred from measurements over two years,RGI60-03.04552
1974,3690,CA,MELVILLE SOUTH ICE CAP,51.0,260.0,-518.0,-258.0,Data provided by Atsumu Ohmura.,RGI60-03.04552
1975,3690,CA,MELVILLE SOUTH ICE CAP,51.0,160.0,-233.0,-73.0,D.O. Burgess: inferred average balance of the measurements taken in 1975 and 1980. Bs calculated from reported Bw and Ba.,RGI60-03.04552
1976,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,-73.0,D.O. Burgess: inferred average balance of the measurements taken in 1975 and 1980.,RGI60-03.04552
1977,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,-73.0,D.O. Burgess: inferred average balance of the measurements taken in 1975 and 1980.,RGI60-03.04552
1978,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,-73.0,D.O. Burgess: inferred average balance of the measurements taken in 1975 and 1980.,RGI60-03.04552
1979,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,-73.0,D.O. Burgess: inferred average balance of the measurements taken in 1975 and 1980.,RGI60-03.04552
1980,3690,CA,MELVILLE SOUTH ICE CAP,51.0,,,-73.0,D.O. Burgess: inferred average balance of the measurements taken in 1975 and 1980.,RGI60-03.04552
