YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1986,3340,LYMAN,-640.0,RGI50-02.00874
1987,3340,LYMAN,-1150.0,RGI50-02.00874
1988,3340,LYMAN,-530.0,RGI50-02.00874
1989,3340,LYMAN,-580.0,RGI50-02.00874
1990,3340,LYMAN,-900.0,RGI50-02.00874
1991,3340,LYMAN,550.0,RGI50-02.00874
1993,3340,LYMAN,-980.0,RGI50-02.00874
1994,3340,LYMAN,-710.0,RGI50-02.00874
1995,3340,LYMAN,-480.0,RGI50-02.00874
1996,3340,LYMAN,-410.0,RGI50-02.00874
1997,3340,LYMAN,430.0,RGI50-02.00874
1998,3340,LYMAN,-1660.0,RGI50-02.00874
1999,3340,LYMAN,580.0,RGI50-02.00874
2000,3340,LYMAN,-280.0,RGI50-02.00874
