YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1919,408,CH,SILVRETTA,3.70875,1363.0,-1574.0,-211.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1920,408,CH,SILVRETTA,3.70625,1969.0,-1936.0,33.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1921,408,CH,SILVRETTA,3.705,674.0,-3028.0,-2354.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1922,408,CH,SILVRETTA,3.70313,987.0,-913.0,74.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1923,408,CH,SILVRETTA,3.7,1391.0,-1540.0,-149.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1924,408,CH,SILVRETTA,3.69687,1188.0,-797.0,391.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1925,408,CH,SILVRETTA,3.69563,836.0,-649.0,187.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1926,408,CH,SILVRETTA,3.69313,1263.0,-1263.0,0.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1927,408,CH,SILVRETTA,3.69125,1909.0,-1693.0,216.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1928,408,CH,SILVRETTA,3.69125,947.0,-1987.0,-1040.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1929,408,CH,SILVRETTA,3.69125,1223.0,-2557.0,-1334.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1930,408,CH,SILVRETTA,3.68875,958.0,-1288.0,-330.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1931,408,CH,SILVRETTA,3.68812,1467.0,-990.0,477.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1932,408,CH,SILVRETTA,3.68625,1081.0,-2233.0,-1152.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1933,408,CH,SILVRETTA,3.685,1284.0,-1055.0,229.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1934,408,CH,SILVRETTA,3.68438,867.0,-1274.0,-407.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1935,408,CH,SILVRETTA,3.68438,1800.0,-1510.0,290.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1936,408,CH,SILVRETTA,3.68313,1525.0,-1414.0,111.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1937,408,CH,SILVRETTA,3.68187,1325.0,-1311.0,14.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1938,408,CH,SILVRETTA,3.55563,922.0,-1083.0,-161.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1939,408,CH,SILVRETTA,3.47812,986.0,-1427.0,-441.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1940,408,CH,SILVRETTA,3.46625,1401.0,-836.0,565.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1941,408,CH,SILVRETTA,3.45562,1460.0,-760.0,700.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1942,408,CH,SILVRETTA,3.44937,1016.0,-2230.0,-1214.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1943,408,CH,SILVRETTA,3.43875,1365.0,-1792.0,-427.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1944,408,CH,SILVRETTA,3.42687,1130.0,-1362.0,-232.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1945,408,CH,SILVRETTA,3.415,2370.0,-2551.0,-181.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1946,408,CH,SILVRETTA,3.40437,1265.0,-1162.0,103.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
1947,408,CH,SILVRETTA,3.39812,824.0,-3391.0,-2567.0, Bs calculated from reported Bw and Ba.,RGI50-11.00804
