YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1989,480,AT,JAMTAL F.,3.85,1051.0,-1491.0,-441.0,,RGI50-11.00781
1990,480,AT,JAMTAL F.,3.85,1157.0,-1583.0,-426.0,,RGI50-11.00781
1991,480,AT,JAMTAL F.,3.846,780.0,-2220.0,-1439.0,,RGI50-11.00781
1992,480,AT,JAMTAL F.,3.846,1450.0,-2680.0,-1230.0,,RGI50-11.00781
1993,480,AT,JAMTAL F.,3.846,1280.0,-1650.0,-370.0,,RGI50-11.00781
1994,480,AT,JAMTAL F.,3.846,1300.0,-2120.0,-830.0,,RGI50-11.00781
1995,480,AT,JAMTAL F.,3.798,1430.0,-1590.0,-150.0,,RGI50-11.00781
1996,480,AT,JAMTAL F.,3.79,,,-550.0,,RGI50-11.00781
1997,480,AT,JAMTAL F.,3.79,,,-217.0,,RGI50-11.00781
1998,480,AT,JAMTAL F.,3.45,,,-1319.0,,RGI50-11.00781
1999,480,AT,JAMTAL F.,3.78,,,-257.0,,RGI50-11.00781
2000,480,AT,JAMTAL F.,3.677,1550.0,-1631.0,-80.0,Bn calculated from submitted values.,RGI50-11.00781
2001,480,AT,JAMTAL F.,3.654,1418.0,-1480.0,-62.0,Bn calculated from submitted values.,RGI50-11.00781
2002,480,AT,JAMTAL F.,3.62,1530.0,-2220.0,-671.0,Bn calculated from submitted values.,RGI50-11.00781
2003,480,AT,JAMTAL F.,3.458,1293.0,-3520.0,-2229.0,Bn calculated from submitted values.,RGI50-11.00781
2004,480,AT,JAMTAL F.,3.458,1330.0,-1560.0,-228.0,Bn calculated from submitted values.,RGI50-11.00781
2005,480,AT,JAMTAL F.,3.54,850.0,-1825.0,-975.0,,RGI50-11.00781
2006,480,AT,JAMTAL F.,3.479,1030.0,-2430.0,-1290.0,,RGI50-11.00781
2007,480,AT,JAMTAL F.,3.431,790.0,-2230.0,-1439.0,,RGI50-11.00781
2008,480,AT,JAMTAL F.,3.314,1480.0,-2461.0,-981.0,,RGI50-11.00781
2009,480,AT,JAMTAL F.,3.251,1348.0,-2301.0,-953.0,,RGI50-11.00781
2010,480,AT,JAMTAL F.,3.171,984.0,-1998.0,-1014.0,,RGI50-11.00781
2011,480,AT,JAMTAL F.,3.171,914.0,-2375.0,-1434.0,Andrea Fischer,RGI50-11.00781
2012,480,AT,JAMTAL F.,3.106,1188.0,-2337.0,-1149.0,calculated from submitted values.,RGI50-11.00781
2013,480,AT,JAMTAL F.,3.097,1188.0,-1720.0,-532.0,,RGI50-11.00781
2014,480,AT,JAMTAL F.,3.084,1095.0,-1667.0,-572.0,,RGI50-11.00781
2015,480,AT,JAMTAL F.,3.071,1226.0,-3242.0,-2016.0,Calculated from submitted values.,RGI50-11.00781
2016,480,AT,JAMTAL F.,2.758,743.0,-1543.0,-800.0,,RGI50-11.00781
2017,480,AT,JAMTAL F.,2.795,1045.0,-2870.0,-1825.0,,RGI50-11.00781
2018,480,AT,JAMTAL F.,2.788,1439.0,-3716.0,-2277.0,,RGI50-11.00781
