YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1979,796,MURAVLEV,-1140.0,RGI50-13.05496
1980,796,MURAVLEV,-1420.0,RGI50-13.05496
1981,796,MURAVLEV,-510.0,RGI50-13.05496
1982,796,MURAVLEV,-1050.0,RGI50-13.05496
1983,796,MURAVLEV,-1650.0,RGI50-13.05496
1984,796,MURAVLEV,-1190.0,RGI50-13.05496
1985,796,MURAVLEV,-1480.0,RGI50-13.05496
1986,796,MURAVLEV,-1380.0,RGI50-13.05496
1987,796,MURAVLEV,-1430.0,RGI50-13.05496
1988,796,MURAVLEV,-900.0,RGI50-13.05496
1989,796,MURAVLEV,-760.0,RGI50-13.05496
1990,796,MURAVLEV,-1420.0,RGI50-13.05496
1991,796,MURAVLEV,-2230.0,RGI50-13.05496
