YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1969,753,KG,GOLUBIN,5.6,550.0,-680.0,-130.0,,RGI60-13.11609
1970,753,KG,GOLUBIN,5.6,860.0,-710.0,150.0,,RGI60-13.11609
1971,753,KG,GOLUBIN,5.6,650.0,-740.0,-90.0,,RGI60-13.11609
1972,753,KG,GOLUBIN,5.6,460.0,-600.0,-140.0,,RGI60-13.11609
1973,753,KG,GOLUBIN,5.6,590.0,-730.0,-140.0,,RGI60-13.11609
1974,753,KG,GOLUBIN,5.6,394.0,-856.0,-462.0,,RGI60-13.11609
1975,753,KG,GOLUBIN,5.6,600.0,-840.0,-240.0,,RGI60-13.11609
1976,753,KG,GOLUBIN,6.2,500.0,-900.0,-400.0,,RGI60-13.11609
1977,753,KG,GOLUBIN,6.2,760.0,-1080.0,-320.0,,RGI60-13.11609
1978,753,KG,GOLUBIN,6.2,740.0,-1190.0,-450.0,,RGI60-13.11609
1979,753,KG,GOLUBIN,6.2,820.0,-1180.0,-360.0,,RGI60-13.11609
1980,753,KG,GOLUBIN,,850.0,-1350.0,-500.0,,RGI60-13.11609
1981,753,KG,GOLUBIN,6.34,770.0,-620.0,150.0,"Data from Dyurgerov M. (2002). Mass balance versus altitude recalculated by Dyurgerov: bn-128, bw738, bs-611. (net_ac and net_ab from WGMS)",RGI60-13.11609
1982,753,KG,GOLUBIN,6.34,460.0,-670.0,-210.0,Data from Dyurgerov M. (2002). (net_ac and net_ab from WGMS),RGI60-13.11609
1983,753,KG,GOLUBIN,6.21,567.0,-801.0,-222.0,,RGI60-13.11609
1984,753,KG,GOLUBIN,6.2,646.0,-1142.0,-485.0,,RGI60-13.11609
1985,753,KG,GOLUBIN,6.2,652.0,-1213.0,-557.0,,RGI60-13.11609
1986,753,KG,GOLUBIN,6.21,685.0,-1057.0,-372.0,,RGI60-13.11609
1987,753,KG,GOLUBIN,6.21,915.0,-763.0,152.0,,RGI60-13.11609
1988,753,KG,GOLUBIN,6.21,942.0,-1374.0,-432.0,,RGI60-13.11609
1989,753,KG,GOLUBIN,6.21,466.0,-888.0,-422.0,,RGI60-13.11609
1990,753,KG,GOLUBIN,6.215,820.0,-1410.0,-590.0,Data from Dyurgerov M. (2002). ,RGI60-13.11609
1991,753,KG,GOLUBIN,6.21,597.0,-1170.0,-573.0,,RGI60-13.11609
1992,753,KG,GOLUBIN,5.75,645.0,-1099.0,-454.0,,RGI60-13.11609
1993,753,KG,GOLUBIN,5.75,509.0,-785.0,-276.0,,RGI60-13.11609
1994,753,KG,GOLUBIN,5.75,673.0,-1174.0,-501.0,,RGI60-13.11609
2011,753,KG,GOLUBIN,5.468,626.0,578.0,-48.0,fixed period (1.10 - 31.9),RGI60-13.11609
2012,753,KG,GOLUBIN,5.466,856.0,713.0,-143.0,fixed period (1.10 - 31.9),RGI60-13.11609
2013,753,KG,GOLUBIN,5.4516,869.0,982.0,113.0,fixed period (1.10 - 31.9),RGI60-13.11609
2014,753,KG,GOLUBIN,5.4472,627.0,-1042.0,-1669.0,fixed period (1.10 - 31.9),RGI60-13.11609
2015,753,KG,GOLUBIN,5.4436,724.0,235.0,-489.0,fixed period (1.10 - 31.9),RGI60-13.11609
2016,753,KG,GOLUBIN,5.4436,1302.0,1589.0,287.0,fixed period (1.10 - 31.9),RGI60-13.11609
2017,753,KG,GOLUBIN,5.4536,1423.0,-1567.0,-144.0,fixed period (1.10 - 31.9),RGI60-13.11609
2018,753,KG,GOLUBIN,5.4536,927.0,-977.0,-50.0,fixed period (1.10 - 31.9),RGI60-13.11609
