YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1982,48,CA,ABRAHAM,0.971,,,109.0,Data from Dyurgerov M. (2002). Area and bn recalculated by Dyurgerov: correct values taken over
1983,48,CA,ABRAHAM,0.971,,,96.0,Data from Dyurgerov M. (2002). Area and bn recalculated by Dyurgerov: correct values taken over
1984,48,CA,ABRAHAM,0.971,,,-775.0,Data from Dyurgerov M. (2002). Area and bn recalculated by Dyurgerov: correct values taken over
