YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2007,535,AT,HALLSTAETTER G.,3.041,1933.0,-2222.0,-289.0,,RGI50-11.00002
2008,535,AT,HALLSTAETTER G.,3.041,2570.0,-3270.0,-700.0,,RGI50-11.00002
2009,535,AT,HALLSTAETTER G.,3.014,2145.0,-3069.0,-924.0,,RGI50-11.00002
2010,535,AT,HALLSTAETTER G.,3.016,1634.0,-2334.0,-700.0,,RGI50-11.00002
2011,535,AT,HALLSTAETTER G.,3.016,1486.0,-3497.0,-2011.0,,RGI50-11.00002
2012,535,AT,HALLSTAETTER G.,3.016,2725.0,-3953.0,-1228.0,,RGI50-11.00002
2013,535,AT,HALLSTAETTER G.,3.016,1677.0,-2028.0,-351.0,,RGI50-11.00002
2014,535,AT,HALLSTAETTER G.,2.835,1275.0,-1549.0,-274.0,,RGI50-11.00002
2015,535,AT,HALLSTAETTER G.,2.834,2120.0,-4174.0,-2054.0,,RGI50-11.00002
2016,535,AT,HALLSTAETTER G.,2.833,2016.0,-3146.0,-1130.0,,RGI50-11.00002
