YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1993,1666,NOISY CREEK,-952.0,RGI50-02.01170
1994,1666,NOISY CREEK,-1163.0,RGI50-02.01170
1995,1666,NOISY CREEK,-108.0,RGI50-02.01170
1996,1666,NOISY CREEK,224.0,RGI50-02.01170
1997,1666,NOISY CREEK,100.0,RGI50-02.01170
1998,1666,NOISY CREEK,-1540.0,RGI50-02.01170
1999,1666,NOISY CREEK,1450.0,RGI50-02.01170
2000,1666,NOISY CREEK,340.0,RGI50-02.01170
2001,1666,NOISY CREEK,-450.0,RGI50-02.01170
2002,1666,NOISY CREEK,462.0,RGI50-02.01170
2003,1666,NOISY CREEK,-952.0,RGI50-02.01170
2004,1666,NOISY CREEK,-1575.0,RGI50-02.01170
2005,1666,NOISY CREEK,-2410.0,RGI50-02.01170
2006,1666,NOISY CREEK,-320.0,RGI50-02.01170
2007,1666,NOISY CREEK,-360.0,RGI50-02.01170
2008,1666,NOISY CREEK,-290.0,RGI50-02.01170
2009,1666,NOISY CREEK,-1190.0,RGI50-02.01170
2010,1666,NOISY CREEK,-180.0,RGI50-02.01170
2011,1666,NOISY CREEK,1280.0,RGI50-02.01170
2012,1666,NOISY CREEK,620.0,RGI50-02.01170
2013,1666,NOISY CREEK,-850.0,RGI50-02.01170
