YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1997,366,CH,CORBASSIERE,16.1775,969.0,-961.0,8.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
1998,366,CH,CORBASSIERE,16.07125,816.0,-2338.0,-1522.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
1999,366,CH,CORBASSIERE,16.02188,1269.0,-1340.0,-71.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2000,366,CH,CORBASSIERE,16.02,1005.0,-1643.0,-638.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2001,366,CH,CORBASSIERE,16.02,1691.0,-1653.0,38.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2002,366,CH,CORBASSIERE,16.02,648.0,-1218.0,-570.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2003,366,CH,CORBASSIERE,16.00937,1104.0,-2626.0,-1522.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2004,366,CH,CORBASSIERE,16.00937,1199.0,-1796.0,-597.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2005,366,CH,CORBASSIERE,16.00937,938.0,-1767.0,-829.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2006,366,CH,CORBASSIERE,16.00937,777.0,-1742.0,-965.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2007,366,CH,CORBASSIERE,16.00937,900.0,-1410.0,-510.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2008,366,CH,CORBASSIERE,16.00937,862.0,-2004.0,-1142.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2009,366,CH,CORBASSIERE,16.00937,1473.0,-2500.0,-1027.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2010,366,CH,CORBASSIERE,16.00937,762.0,-1737.0,-975.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2011,366,CH,CORBASSIERE,16.00937,738.0,-1989.0,-1251.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2012,366,CH,CORBASSIERE,16.00937,1154.0,-2624.0,-1470.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2013,366,CH,CORBASSIERE,16.00937,1208.0,-1657.0,-449.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2014,366,CH,CORBASSIERE,16.00937,1202.0,-1423.0,-221.0, Bs calculated from reported Bw and Ba.,RGI50-11.02782
2015,366,CH,CORBASSIERE,15.165630300000002,,,-1449.0,,RGI50-11.02782
2016,366,CH,CORBASSIERE,15.165629999999998,,,-450.0,,RGI50-11.02782
2017,366,CH,CORBASSIERE,15.081879999999998,943.0,-2279.0,-1336.0,,RGI50-11.02782
2018,366,CH,CORBASSIERE,,,,-922.0,,RGI50-11.02782
