YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2005,389,CH,FINDELEN,13.30753,941.0,-1442.0,-501.0,,RGI50-11.02789
2006,389,CH,FINDELEN,13.21626,,,-800.0,,RGI50-11.02789
2007,389,CH,FINDELEN,13.19249,,,-301.0,,RGI50-11.02789
2008,389,CH,FINDELEN,13.15625,,,-745.0,,RGI50-11.02789
2009,389,CH,FINDELEN,13.07689,1482.0,-1699.0,-217.0,,RGI50-11.02789
2010,389,CH,FINDELEN,13.03941,793.0,-1335.0,-542.0,,RGI50-11.02789
2011,389,CH,FINDELEN,12.96316,887.0,-1739.0,-852.0,,RGI50-11.02789
2012,389,CH,FINDELEN,12.94879,1318.0,-2456.0,-1138.0,,RGI50-11.02789
2013,389,CH,FINDELEN,12.89505,934.0,-752.0,182.0,,RGI50-11.02789
2014,389,CH,FINDELEN,12.88004,1258.0,-1099.0,159.0,,RGI50-11.02789
2015,389,CH,FINDELEN,12.8800001,1197.0,-1803.0,-606.0,,RGI50-11.02789
2016,389,CH,FINDELEN,12.88,991.0,-1714.0,-723.0,,RGI50-11.02789
2017,389,CH,FINDELEN,12.89313,1033.0,-1977.0,-944.0,,RGI50-11.02789
2018,389,CH,FINDELEN,12.77812,1530.0,-2253.0,-723.0,,RGI50-11.02789
2019,389,CH,FINDELEN,12.6675,1477.0,-1721.0,-244.0,,RGI50-11.02789
