YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1987,667,SFORZELLINA,-920.0,RGI50-11.02214
1988,667,SFORZELLINA,-970.0,RGI50-11.02214
1989,667,SFORZELLINA,-570.0,RGI50-11.02214
1990,667,SFORZELLINA,-1160.0,RGI50-11.02214
1991,667,SFORZELLINA,-1210.0,RGI50-11.02214
1992,667,SFORZELLINA,-770.0,RGI50-11.02214
1993,667,SFORZELLINA,-286.0,RGI50-11.02214
1994,667,SFORZELLINA,-712.0,RGI50-11.02214
1995,667,SFORZELLINA,-728.0,RGI50-11.02214
1996,667,SFORZELLINA,-816.0,RGI50-11.02214
1997,667,SFORZELLINA,-814.0,RGI50-11.02214
1998,667,SFORZELLINA,-1682.0,RGI50-11.02214
1999,667,SFORZELLINA,-1209.0,RGI50-11.02214
2000,667,SFORZELLINA,-1440.0,RGI50-11.02214
