YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1992,1505,BO,CHACALTAYA,0.1,,,-1166.0,,RGI50-16.01447
1993,1505,BO,CHACALTAYA,0.1,,,277.0,,RGI50-16.01447
1994,1505,BO,CHACALTAYA,0.1,,,-1080.0,,RGI50-16.01447
1995,1505,BO,CHACALTAYA,0.1,,,-1470.0,,RGI50-16.01447
1996,1505,BO,CHACALTAYA,0.082,,,-1893.0,,RGI50-16.01447
1997,1505,BO,CHACALTAYA,0.084,,,-657.0,,RGI50-16.01447
1998,1505,BO,CHACALTAYA,0.075,,,-3610.0,,RGI50-16.01447
1999,1505,BO,CHACALTAYA,0.06,,,-1977.0,,RGI50-16.01447
2000,1505,BO,CHACALTAYA,0.046,107.0,-590.0,-866.0,,RGI50-16.01447
2001,1505,BO,CHACALTAYA,0.044,123.0,33.0,-350.0,,RGI50-16.01447
2002,1505,BO,CHACALTAYA,0.042,-11.0,-676.0,-1827.0,,RGI50-16.01447
2003,1505,BO,CHACALTAYA,0.036,-96.0,-674.0,-507.0,,RGI50-16.01447
2004,1505,BO,CHACALTAYA,0.027,-35.0,-513.0,-1822.0,,RGI50-16.01447
2005,1505,BO,CHACALTAYA,0.01,,,-2057.0,The mass balance has been calculated through the topography of the glacier.,RGI50-16.01447
2006,1505,BO,CHACALTAYA,0.0071922,,,-1199.0,,RGI50-16.01447
2007,1505,BO,CHACALTAYA,0.0030829,,,-1652.0,,RGI50-16.01447
2008,1505,BO,CHACALTAYA,0.0012,,,-1549.0,,RGI50-16.01447
