YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1984,804,KG,DAVIDOV,11.43,567.0,-1516.0,-949.0,"Mass balance vs altitude recalculated and corrected according to Dyurgerov, M. (2002)."
1985,804,KG,DAVIDOV,11.43,439.0,-338.0,101.0,"Mass balance vs altitude recalculated and corrected according to Dyurgerov, M. (2002)."
