YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1993,3067,IS,BRUARJOKULL,1695.0,1630.0,-540.0,1090.0,,RGI50-06.00377
1994,3067,IS,BRUARJOKULL,,,,550.0,,RGI50-06.00377
1995,3067,IS,BRUARJOKULL,1700.0,,,-342.0,Area from table SECTION.,RGI50-06.00377
1996,3067,IS,BRUARJOKULL,,,,-220.0,,RGI50-06.00377
1997,3067,IS,BRUARJOKULL,,,,-135.0,,RGI50-06.00377
1998,3067,IS,BRUARJOKULL,,,,-670.0,,RGI50-06.00377
1999,3067,IS,BRUARJOKULL,,,,-300.0,,RGI50-06.00377
2000,3067,IS,BRUARJOKULL,,,,-1010.0,,RGI50-06.00377
2001,3067,IS,BRUARJOKULL,1695.0,1670.0,-1530.0,140.0,,RGI50-06.00377
2002,3067,IS,BRUARJOKULL,1695.0,1533.0,-1481.0,52.0,,RGI50-06.00377
2003,3067,IS,BRUARJOKULL,1695.0,1842.0,-2410.0,-568.0,,RGI50-06.00377
2004,3067,IS,BRUARJOKULL,1695.0,1510.0,-2310.0,-800.0,,RGI50-06.00377
2005,3067,IS,BRUARJOKULL,1695.0,1042.0,-2599.0,-1557.0,,RGI50-06.00377
2006,3067,IS,BRUARJOKULL,1600.0,,,-790.0,Preliminary values.,RGI50-06.00377
2007,3067,IS,BRUARJOKULL,1600.0,,,-536.0,Preliminary values.,RGI50-06.00377
2008,3067,IS,BRUARJOKULL,,,,-503.0,,RGI50-06.00377
2009,3067,IS,BRUARJOKULL,1600.0,1570.0,-1692.0,-122.0,,RGI50-06.00377
2010,3067,IS,BRUARJOKULL,,1450.0,-3020.0,-1570.0,,RGI50-06.00377
2011,3067,IS,BRUARJOKULL,1539.0,1790.0,-1275.0,515.0,,RGI50-06.00377
2012,3067,IS,BRUARJOKULL,1526.0,1540.0,-2299.0,-759.0,,RGI50-06.00377
2013,3067,IS,BRUARJOKULL,1525.0,1740.0,-1810.0,-70.0,,RGI50-06.00377
2014,3067,IS,BRUARJOKULL,1525.0,1915.0,-1949.0,-34.0,,RGI50-06.00377
2015,3067,IS,BRUARJOKULL,,2087.0,-1043.0,1044.0,,RGI50-06.00377
2016,3067,IS,BRUARJOKULL,,1670.0,-2012.0,-342.0,,RGI50-06.00377
2017,3067,IS,BRUARJOKULL,1525.0,1800.0,-1774.0,26.0,,RGI50-06.00377
2018,3067,IS,BRUARJOKULL,1525.0,1758.0,-1696.0,62.0,,RGI50-06.00377
2019,3067,IS,BRUARJOKULL,1500.0,,-2139.0,-304.0,,RGI50-06.00377
2020,3067,IS,BRUARJOKULL,1495.0,1749.0,-1924.0,-175.0,,RGI50-06.00377
