YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2008,3903,AR,BROWN SUPERIOR,0.221,1250.0,-1787.0,-537.0,,RGI50-17.14923
2009,3903,AR,BROWN SUPERIOR,0.223,983.0,-1980.0,-997.0,,RGI50-17.14923
2010,3903,AR,BROWN SUPERIOR,0.209,366.0,-1395.0,-1029.0,,RGI50-17.14923
2011,3903,AR,BROWN SUPERIOR,0.196,317.0,-2362.0,-2045.0,,RGI50-17.14923
2012,3903,AR,BROWN SUPERIOR,0.191,575.0,-2112.0,-1537.0,,RGI50-17.14923
2013,3903,AR,BROWN SUPERIOR,,,,-823.0,,RGI50-17.14923
2014,3903,AR,BROWN SUPERIOR,,,,-1359.0,preliminary value,RGI50-17.14923
2015,3903,AR,BROWN SUPERIOR,0.1751,-204.0,-2125.0,-2387.0,,RGI50-17.14923
2016,3903,AR,BROWN SUPERIOR,,,,167.0,,RGI50-17.14923
2017,3903,AR,BROWN SUPERIOR,,,,798.0,,RGI50-17.14923
