YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1978,225,PE,SANTA ROSA,,,,-1600.0,Multi-annual observation (-9600 mm w.e.) evenly distributed to corresponding years.
1979,225,PE,SANTA ROSA,,,,-1600.0,Multi-annual observation (-9600 mm w.e.) evenly distributed to corresponding years.
1980,225,PE,SANTA ROSA,,,,-1600.0,Multi-annual observation (-9600 mm w.e.) evenly distributed to corresponding years.
1981,225,PE,SANTA ROSA,,,,-1600.0,Multi-annual observation (-9600 mm w.e.) evenly distributed to corresponding years.
1982,225,PE,SANTA ROSA,,,,-1600.0,Multi-annual observation (-9600 mm w.e.) evenly distributed to corresponding years.
1983,225,PE,SANTA ROSA,,,,-1600.0,Multi-annual observation (-9600 mm w.e.) evenly distributed to corresponding years.
