YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1946,124,US,TAKU,701.49,,,130.0,,RGI60-01.01390
1947,124,US,TAKU,701.9,,,530.0,,RGI60-01.01390
1948,124,US,TAKU,702.31,,,680.0,,RGI60-01.01390
1949,124,US,TAKU,702.75,,,1090.0,,RGI60-01.01390
1950,124,US,TAKU,703.16,,,-10.0,,RGI60-01.01390
1951,124,US,TAKU,703.57,,,-170.0,,RGI60-01.01390
1952,124,US,TAKU,703.98,,,330.0,,RGI60-01.01390
1953,124,US,TAKU,704.4,,,20.0,,RGI60-01.01390
1954,124,US,TAKU,704.83,,,100.0,,RGI60-01.01390
1955,124,US,TAKU,705.24,,,1140.0,,RGI60-01.01390
1956,124,US,TAKU,705.65,,,40.0,,RGI60-01.01390
1957,124,US,TAKU,706.06,,,130.0,,RGI60-01.01390
1958,124,US,TAKU,706.48,,,380.0,,RGI60-01.01390
1959,124,US,TAKU,706.9,,,520.0,,RGI60-01.01390
1960,124,US,TAKU,707.31,,,330.0,,RGI60-01.01390
1961,124,US,TAKU,707.72,,,650.0,,RGI60-01.01390
1962,124,US,TAKU,708.14,,,560.0,,RGI60-01.01390
1963,124,US,TAKU,708.56,,,740.0,,RGI60-01.01390
1964,124,US,TAKU,708.98,,,1300.0,,RGI60-01.01390
1965,124,US,TAKU,709.39,,,960.0,,RGI60-01.01390
1966,124,US,TAKU,709.8,,,250.0,,RGI60-01.01390
1967,124,US,TAKU,710.22,,,420.0,,RGI60-01.01390
1968,124,US,TAKU,710.64,,,630.0,,RGI60-01.01390
1969,124,US,TAKU,711.06,,,1340.0,,RGI60-01.01390
1970,124,US,TAKU,711.47,,,930.0,,RGI60-01.01390
1971,124,US,TAKU,711.88,,,800.0,,RGI60-01.01390
1972,124,US,TAKU,712.3,,,590.0,,RGI60-01.01390
1973,124,US,TAKU,712.73,,,690.0,,RGI60-01.01390
1974,124,US,TAKU,713.14,,,750.0,,RGI60-01.01390
1975,124,US,TAKU,713.55,,,1020.0,,RGI60-01.01390
1976,124,US,TAKU,713.96,,,830.0,,RGI60-01.01390
1977,124,US,TAKU,714.38,,,640.0,,RGI60-01.01390
1978,124,US,TAKU,714.8,,,480.0,,RGI60-01.01390
1979,124,US,TAKU,715.22,,,310.0,,RGI60-01.01390
1980,124,US,TAKU,715.63,,,710.0,,RGI60-01.01390
