YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1995,2307,SJ,WALDEMARBREEN,,,,-322.0,,RGI60-07.00492
1996,2307,SJ,WALDEMARBREEN,2.71,746.0,-724.0,22.0,,RGI60-07.00492
1997,2307,SJ,WALDEMARBREEN,2.705,480.0,-860.0,-390.0,Data reported for MBB No. 8.,RGI60-07.00492
1998,2307,SJ,WALDEMARBREEN,2.7,416.0,-1205.0,-798.0,Data reported for MBB No. 8.,RGI60-07.00492
1999,2307,SJ,WALDEMARBREEN,2.69,330.0,-1014.0,-684.0,Data reported for MBB No. 8.,RGI60-07.00492
2000,2307,SJ,WALDEMARBREEN,2.68,316.0,-635.0,-319.0,Data reported for MBB No. 8.,RGI60-07.00492
2001,2307,SJ,WALDEMARBREEN,2.66,360.0,-1127.0,-767.0,,RGI60-07.00492
2002,2307,SJ,WALDEMARBREEN,,632.0,-1146.0,-514.0,,RGI60-07.00492
2003,2307,SJ,WALDEMARBREEN,2.62,454.0,-1181.0,-727.0,,RGI60-07.00492
2004,2307,SJ,WALDEMARBREEN,,496.0,-1137.0,-641.0,,RGI60-07.00492
2005,2307,SJ,WALDEMARBREEN,2.59,434.0,-1156.0,-722.0,,RGI60-07.00492
2006,2307,SJ,WALDEMARBREEN,2.57,550.0,-1297.0,-747.0,,RGI60-07.00492
2007,2307,SJ,WALDEMARBREEN,,521.0,-1292.0,-771.0,,RGI60-07.00492
2008,2307,SJ,WALDEMARBREEN,,506.0,-828.0,-322.0,,RGI60-07.00492
2009,2307,SJ,WALDEMARBREEN,2.5,716.0,-1365.0,-649.0,,RGI60-07.00492
2010,2307,SJ,WALDEMARBREEN,2.47,,,-577.0,,RGI60-07.00492
2011,2307,SJ,WALDEMARBREEN,,,,-1239.0,,RGI60-07.00492
2012,2307,SJ,WALDEMARBREEN,,,,-885.0,,RGI60-07.00492
2013,2307,SJ,WALDEMARBREEN,,,,-1637.0,,RGI60-07.00492
2014,2307,SJ,WALDEMARBREEN,2.4,,,-576.0,,RGI60-07.00492
2015,2307,SJ,WALDEMARBREEN,2.4,,,-1439.0,,RGI60-07.00492
2016,2307,SJ,WALDEMARBREEN,,,,-1773.0,preliminary value,RGI60-07.00492
