YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2011,1538,NZ,ROLLESTON,0.11225,1810.0,-3849.0,-2039.0,,RGI60-18.02910
2012,1538,NZ,ROLLESTON,0.1121,2501.0,-2930.0,-429.0,,RGI60-18.02910
2013,1538,NZ,ROLLESTON,0.11221,3117.0,-2377.0,740.0,,RGI60-18.02910
2014,1538,NZ,ROLLESTON,0.11221,2899.0,-2937.0,-38.0,,RGI60-18.02910
2015,1538,NZ,ROLLESTON,0.1122099,2909.0,-2252.0,657.0,,RGI60-18.02910
2016,1538,NZ,ROLLESTON,0.11221,3020.0,-4026.0,-1006.0,,RGI60-18.02910
2017,1538,NZ,ROLLESTON,0.11221,2591.0,-2316.0,275.0,,RGI60-18.02910
2018,1538,NZ,ROLLESTON,0.11221,2474.0,-4238.0,-1761.0,,RGI60-18.02910
2019,1538,NZ,ROLLESTON,0.11221,2410.0,-4376.0,-1964.0,,RGI60-18.02910
2020,1538,NZ,ROLLESTON,0.11221,2655.0,-3306.0,-649.0,,RGI60-18.02910
