YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1970,316,NO,TROLLBERGDALSBREEN,1.99,1768.0,-3974.0,-2206.0,Homogenized,RGI60-08.01484
1971,316,NO,TROLLBERGDALSBREEN,1.99,2115.0,-2352.0,-237.0,Homogenized,RGI60-08.01484
1972,316,NO,TROLLBERGDALSBREEN,1.99,2436.0,-3675.0,-1239.0,Homogenized,RGI60-08.01484
1973,316,NO,TROLLBERGDALSBREEN,1.99,3264.0,-2424.0,840.0,Homogenized,RGI60-08.01484
1974,316,NO,TROLLBERGDALSBREEN,1.99,2706.0,-2872.0,-166.0,Homogenized,RGI60-08.01484
1975,316,NO,TROLLBERGDALSBREEN,1.99,,,14.0,Homogenized,RGI60-08.01484
1990,316,NO,TROLLBERGDALSBREEN,1.694,2981.0,-3165.0,-184.0,Homogenized,RGI60-08.01484
1991,316,NO,TROLLBERGDALSBREEN,1.694,2274.0,-2414.0,-140.0,Homogenized,RGI60-08.01484
1992,316,NO,TROLLBERGDALSBREEN,1.795,1648.0,-1959.0,-311.0,Homogenized,RGI60-08.01484
1993,316,NO,TROLLBERGDALSBREEN,1.795,2375.0,-2247.0,128.0,Homogenized,RGI60-08.01484
1994,316,NO,TROLLBERGDALSBREEN,1.795,1519.0,-2423.0,-904.0,Homogenized,RGI60-08.01484
