YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1988,321,NO,AUSTDALSBREEN,11.276,1946.0,-3375.0,-1429.0,Homogenized,RGI60-08.01286
1989,321,NO,AUSTDALSBREEN,11.276,3185.0,-1600.0,1585.0,Homogenized,RGI60-08.01286
1990,321,NO,AUSTDALSBREEN,11.1829996,3662.0,-2723.0,938.0,Homogenized,RGI60-08.01286
1991,321,NO,AUSTDALSBREEN,11.1829996,1655.0,-1651.0,3.0,Homogenized,RGI60-08.01286
1992,321,NO,AUSTDALSBREEN,11.1829996,2797.0,-2262.0,535.0,Homogenized,RGI60-08.01286
1993,321,NO,AUSTDALSBREEN,11.1829996,2603.0,-1777.0,825.0,Homogenized,RGI60-08.01286
1994,321,NO,AUSTDALSBREEN,11.1829996,1800.0,-1873.0,-72.0,Homogenized,RGI60-08.01286
1995,321,NO,AUSTDALSBREEN,11.1829996,2714.0,-2096.0,618.0,Homogenized,RGI60-08.01286
1996,321,NO,AUSTDALSBREEN,11.1829996,1203.0,-2292.0,-1089.0,Homogenized,RGI60-08.01286
1997,321,NO,AUSTDALSBREEN,11.1829996,2674.0,-3224.0,-550.0,Homogenized,RGI60-08.01286
1998,321,NO,AUSTDALSBREEN,11.1829996,2205.0,-2051.0,153.0,Homogenized,RGI60-08.01286
1999,321,NO,AUSTDALSBREEN,10.6289997,2097.0,-2559.0,-462.0,Homogenized,RGI60-08.01286
2000,321,NO,AUSTDALSBREEN,10.6289997,3020.0,-1960.0,1090.0,Homogenized,RGI60-08.01286
2001,321,NO,AUSTDALSBREEN,10.6289997,1231.0,-2752.0,-1520.0,Homogenized,RGI60-08.01286
2002,321,NO,AUSTDALSBREEN,10.6289997,2106.0,-4093.0,-1986.0,Homogenized,RGI60-08.01286
2003,321,NO,AUSTDALSBREEN,10.6289997,1605.0,-4055.0,-2450.0,Homogenized,RGI60-08.01286
2004,321,NO,AUSTDALSBREEN,10.6289997,1608.0,-2556.0,-948.0,Homogenized,RGI60-08.01286
2005,321,NO,AUSTDALSBREEN,10.6289997,2845.0,-2767.0,77.0,Homogenized,RGI60-08.01286
2006,321,NO,AUSTDALSBREEN,10.6289997,1333.0,-3364.0,-2030.0,Homogenized,RGI60-08.01286
2007,321,NO,AUSTDALSBREEN,10.6289997,2477.0,-2281.0,195.0,Homogenized,RGI60-08.01286
2008,321,NO,AUSTDALSBREEN,10.6289997,2391.0,-2492.0,-101.0,Homogenized,RGI60-08.01286
2009,321,NO,AUSTDALSBREEN,10.6289997,1911.0,-2654.0,-742.0,Homogenized,RGI60-08.01286
2010,321,NO,AUSTDALSBREEN,10.6289997,1019.0,-3046.0,-2026.0,Homogenized,RGI60-08.01286
2011,321,NO,AUSTDALSBREEN,10.6289997,1824.0,-3261.0,-1436.0,Original,RGI60-08.01286
2012,321,NO,AUSTDALSBREEN,10.6289997,2678.0,-1910.0,768.0,Original,RGI60-08.01286
2013,321,NO,AUSTDALSBREEN,10.6289997,1606.0,-3237.0,-1631.0,Original,RGI60-08.01286
2014,321,NO,AUSTDALSBREEN,10.629,2142.0,-3497.0,-1355.0,Original,RGI60-08.01286
2015,321,NO,AUSTDALSBREEN,10.629,2527.0,-1805.0,722.0,Original,RGI60-08.01286
2016,321,NO,AUSTDALSBREEN,10.63,2010.0,-3060.0,-1050.0,Contribution from calving amounts to 0.12 m for Ba.,RGI60-08.01286
2017,321,NO,AUSTDALSBREEN,10.629,2417.0,-2226.0,191.0,,RGI60-08.01286
2018,321,NO,AUSTDALSBREEN,10.629,1910.0,-3441.0,-1531.0,,RGI60-08.01286
2019,321,NO,AUSTDALSBREEN,10.122,1594.0,-2803.0,-1209.0,Bs and Ba including -201 mm glacier calving.,RGI60-08.01286
