YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1968,3957,RU,KOIAVGAN,,,,-190.0,
1969,3957,RU,KOIAVGAN,,,,-1180.0,
1970,3957,RU,KOIAVGAN,,,,250.0,
1971,3957,RU,KOIAVGAN,,,,-570.0,
1972,3957,RU,KOIAVGAN,,,,-1380.0,
1973,3957,RU,KOIAVGAN,,,,-250.0,
1974,3957,RU,KOIAVGAN,,,,-260.0,
