YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1975,791,RU,KORYTO,,,,570.0,,RGI50-10.04358
1976,791,RU,KORYTO,,,,-780.0,,RGI50-10.04358
1977,791,RU,KORYTO,,,,-520.0,,RGI50-10.04358
1978,791,RU,KORYTO,,,,-300.0,,RGI50-10.04358
1979,791,RU,KORYTO,,,,-280.0,,RGI50-10.04358
1980,791,RU,KORYTO,,,,-1900.0,,RGI50-10.04358
1981,791,RU,KORYTO,,,,580.0,,RGI50-10.04358
1982,791,RU,KORYTO,8.8,3490.0,-3874.0,-284.0,,RGI50-10.04358
1992,791,RU,KORYTO,,,,-284.0,,RGI50-10.04358
1996,791,RU,KORYTO,7.54,5890.0,-4750.0,1140.0,,RGI50-10.04358
1997,791,RU,KORYTO,7.54,6200.0,-3850.0,2350.0,,RGI50-10.04358
1998,791,RU,KORYTO,7.54,3140.0,-5260.0,-2120.0,,RGI50-10.04358
1999,791,RU,KORYTO,7.54,,,660.0,"Ya.D.Muravyov ""It should be noted that mass balance of Koryto Glacier in the Kamchatka was calculated in 1998/99 not by bw/bs approach, but by net accumulation / net  ablation approach. Therefore, the correspondent mass balance value is calculated as AA",RGI50-10.04358
2000,791,RU,KORYTO,7.54,3430.0,-3870.0,-440.0,,RGI50-10.04358
