YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1976,806,KZ,VISYACHIY-1-2,0.29,,,-560.0,,RGI50-13.08814
1977,806,KZ,VISYACHIY-1-2,0.29,,,-610.0,,RGI50-13.08814
1978,806,KZ,VISYACHIY-1-2,0.29,,,-1080.0,,RGI50-13.08814
1979,806,KZ,VISYACHIY-1-2,0.29,,,-249.0,,RGI50-13.08814
1980,806,KZ,VISYACHIY-1-2,0.29,,,-210.0,,RGI50-13.08814
1981,806,KZ,VISYACHIY-1-2,0.29,,,110.0,,RGI50-13.08814
1982,806,KZ,VISYACHIY-1-2,0.29,,,-310.0,,RGI50-13.08814
1983,806,KZ,VISYACHIY-1-2,0.29,,,-290.0,,RGI50-13.08814
1984,806,KZ,VISYACHIY-1-2,0.29,,,-710.0,,RGI50-13.08814
1985,806,KZ,VISYACHIY-1-2,0.29,,,-450.0,,RGI50-13.08814
1986,806,KZ,VISYACHIY-1-2,,,,-430.0,,RGI50-13.08814
1987,806,KZ,VISYACHIY-1-2,,,,-280.0,,RGI50-13.08814
1988,806,KZ,VISYACHIY-1-2,,,,-490.0,,RGI50-13.08814
1989,806,KZ,VISYACHIY-1-2,,,,-390.0,,RGI50-13.08814
1990,806,KZ,VISYACHIY-1-2,,,,-770.0,,RGI50-13.08814
