YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1960,16,MEIGHEN ICE CAP,-750.0,RGI50-03.00691
1961,16,MEIGHEN ICE CAP,-110.0,RGI50-03.00691
1962,16,MEIGHEN ICE CAP,-970.0,RGI50-03.00691
1963,16,MEIGHEN ICE CAP,-200.0,RGI50-03.00691
1964,16,MEIGHEN ICE CAP,360.0,RGI50-03.00691
1965,16,MEIGHEN ICE CAP,60.0,RGI50-03.00691
1966,16,MEIGHEN ICE CAP,-70.0,RGI50-03.00691
1967,16,MEIGHEN ICE CAP,-50.0,RGI50-03.00691
1968,16,MEIGHEN ICE CAP,50.0,RGI50-03.00691
1969,16,MEIGHEN ICE CAP,110.0,RGI50-03.00691
1970,16,MEIGHEN ICE CAP,-10.0,RGI50-03.00691
1971,16,MEIGHEN ICE CAP,-420.0,RGI50-03.00691
1972,16,MEIGHEN ICE CAP,30.0,RGI50-03.00691
1973,16,MEIGHEN ICE CAP,30.0,RGI50-03.00691
1974,16,MEIGHEN ICE CAP,-30.0,RGI50-03.00691
1975,16,MEIGHEN ICE CAP,80.0,RGI50-03.00691
1976,16,MEIGHEN ICE CAP,80.0,RGI50-03.00691
1977,16,MEIGHEN ICE CAP,-240.0,RGI50-03.00691
1978,16,MEIGHEN ICE CAP,-90.0,RGI50-03.00691
1979,16,MEIGHEN ICE CAP,-5.0,RGI50-03.00691
1980,16,MEIGHEN ICE CAP,-5.0,RGI50-03.00691
1981,16,MEIGHEN ICE CAP,-170.0,RGI50-03.00691
1982,16,MEIGHEN ICE CAP,160.0,RGI50-03.00691
1983,16,MEIGHEN ICE CAP,-250.0,RGI50-03.00691
1984,16,MEIGHEN ICE CAP,230.0,RGI50-03.00691
1985,16,MEIGHEN ICE CAP,-30.0,RGI50-03.00691
1986,16,MEIGHEN ICE CAP,250.0,RGI50-03.00691
1987,16,MEIGHEN ICE CAP,-180.0,RGI50-03.00691
1988,16,MEIGHEN ICE CAP,-290.0,RGI50-03.00691
1989,16,MEIGHEN ICE CAP,290.0,RGI50-03.00691
1990,16,MEIGHEN ICE CAP,-210.0,RGI50-03.00691
1991,16,MEIGHEN ICE CAP,-220.0,RGI50-03.00691
1992,16,MEIGHEN ICE CAP,10.0,RGI50-03.00691
1993,16,MEIGHEN ICE CAP,-590.0,RGI50-03.00691
1994,16,MEIGHEN ICE CAP,-200.0,RGI50-03.00691
1995,16,MEIGHEN ICE CAP,60.0,RGI50-03.00691
1996,16,MEIGHEN ICE CAP,190.0,RGI50-03.00691
1997,16,MEIGHEN ICE CAP,-60.0,RGI50-03.00691
1998,16,MEIGHEN ICE CAP,-100.0,RGI50-03.00691
1999,16,MEIGHEN ICE CAP,-350.0,RGI50-03.00691
2000,16,MEIGHEN ICE CAP,-490.0,RGI50-03.00691
2001,16,MEIGHEN ICE CAP,10.0,RGI50-03.00691
2002,16,MEIGHEN ICE CAP,80.0,RGI50-03.00691
2003,16,MEIGHEN ICE CAP,-530.0,RGI50-03.00691
2004,16,MEIGHEN ICE CAP,280.0,RGI50-03.00691
2005,16,MEIGHEN ICE CAP,-380.0,RGI50-03.00691
2006,16,MEIGHEN ICE CAP,-8.0,RGI50-03.00691
2007,16,MEIGHEN ICE CAP,-518.0,RGI50-03.00691
2008,16,MEIGHEN ICE CAP,-705.0,RGI50-03.00691
2009,16,MEIGHEN ICE CAP,-676.0,RGI50-03.00691
2010,16,MEIGHEN ICE CAP,-387.0,RGI50-03.00691
2011,16,MEIGHEN ICE CAP,-1310.0,RGI50-03.00691
2012,16,MEIGHEN ICE CAP,-1117.0,RGI50-03.00691
2013,16,MEIGHEN ICE CAP,160.0,RGI50-03.00691
