YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1977,837,CN,YANGLONGHE NO.5,1.62,,,496.0,
1978,837,CN,YANGLONGHE NO.5,1.62,,,-275.0,
1979,837,CN,YANGLONGHE NO.5,1.62,,,35.0,
