YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1964,1329,NO,STORSTEINSFJELLBREEN,6.194,1818.0,-1200.0,618.0,Homogenized,RGI60-08.02458
1965,1329,NO,STORSTEINSFJELLBREEN,6.194,1582.0,-1304.0,278.0,Homogenized,RGI60-08.02458
1966,1329,NO,STORSTEINSFJELLBREEN,6.194,1017.0,-1881.0,-864.0,Homogenized,RGI60-08.02458
1967,1329,NO,STORSTEINSFJELLBREEN,6.194,1327.0,-1709.0,-382.0,Homogenized,RGI60-08.02458
1968,1329,NO,STORSTEINSFJELLBREEN,6.194,1438.0,-993.0,445.0,Homogenized,RGI60-08.02458
1991,1329,NO,STORSTEINSFJELLBREEN,5.909,1572.0,-1651.0,-79.0,Homogenized,RGI60-08.02458
1992,1329,NO,STORSTEINSFJELLBREEN,5.909,2256.0,-1131.0,1125.0,Homogenized,RGI60-08.02458
1993,1329,NO,STORSTEINSFJELLBREEN,5.909,2146.0,-1344.0,802.0,Homogenized,RGI60-08.02458
1994,1329,NO,STORSTEINSFJELLBREEN,5.909,1128.0,-1304.0,-176.0,Homogenized,RGI60-08.02458
1995,1329,NO,STORSTEINSFJELLBREEN,5.909,1763.0,-1279.0,484.0,Homogenized,RGI60-08.02458
