YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1968,726,RU,DJANKUAT,3.126,2060.0,-1960.0,100.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 154, bs -1887",RGI50-12.01132
1969,726,RU,DJANKUAT,3.126,1890.0,-2980.0,-1090.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -977, bs -2855",RGI50-12.01132
1970,726,RU,DJANKUAT,3.126,2410.0,-2000.0,410.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 486, bs -1920",RGI50-12.01132
1971,726,RU,DJANKUAT,3.126,2430.0,-2660.0,-230.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 100, bw 2626, bs -2526",RGI50-12.01132
1972,726,RU,DJANKUAT,3.126,2170.0,-3310.0,-1140.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -1032, bs -3214",RGI50-12.01132
1973,726,RU,DJANKUAT,3.126,2200.0,-2480.0,-280.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -112, bs -2309",RGI50-12.01132
1974,726,RU,DJANKUAT,3.126,2360.0,-2120.0,240.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 397, bs -2006",RGI50-12.01132
1975,726,RU,DJANKUAT,3.126,2180.0,-3090.0,-910.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -652, bs -2864",RGI50-12.01132
1976,726,RU,DJANKUAT,3.126,2220.0,-1930.0,290.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 327, bs -1910",RGI50-12.01132
1977,726,RU,DJANKUAT,3.126,2140.0,-2510.0,-370.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -129, bw 2064, bs -2193",RGI50-12.01132
1978,726,RU,DJANKUAT,3.126,2560.0,-2120.0,440.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 561, bw 2636, bs -2075",RGI50-12.01132
1979,726,RU,DJANKUAT,3.126,2520.0,-2830.0,-310.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -167, bw 2584, bs -2752",RGI50-12.01132
1980,726,RU,DJANKUAT,3.126,2780.0,-2400.0,380.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 531, bw 2857, bs -2327",RGI50-12.01132
1981,726,RU,DJANKUAT,3.126,2390.0,-3300.0,-910.0,Dyurgerov M. (2002),RGI50-12.01132
1982,726,RU,DJANKUAT,3.126,2530.0,-2110.0,420.0,Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 372,RGI50-12.01132
1983,726,RU,DJANKUAT,3.126,1650.0,-2620.0,-970.0,Dyurgerov M. (2002),RGI50-12.01132
1984,726,RU,DJANKUAT,3.126,2270.0,-2060.0,210.0,Dyurgerov M. (2002),RGI50-12.01132
1985,726,RU,DJANKUAT,3.126,1820.0,-2200.0,-380.0,Dyurgerov M. (2002),RGI50-12.01132
1986,726,RU,DJANKUAT,3.126,2240.0,-2740.0,-500.0,Dyurgerov M. (2002),RGI50-12.01132
1987,726,RU,DJANKUAT,3.126,4000.0,-2460.0,1540.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 1305, bw 3800",RGI50-12.01132
1988,726,RU,DJANKUAT,3.126,2620.0,-2100.0,520.0,"Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 369, bw 2500, bs -2131",RGI50-12.01132
1989,726,RU,DJANKUAT,3.126,2490.0,-2450.0,40.0,Dyurgerov M. (2002),RGI50-12.01132
1990,726,RU,DJANKUAT,3.13,2660.0,-2320.0,340.0,,RGI50-12.01132
1991,726,RU,DJANKUAT,3.13,2480.0,-2790.0,-310.0,,RGI50-12.01132
1992,726,RU,DJANKUAT,3.13,1950.0,-2080.0,-130.0,,RGI50-12.01132
1993,726,RU,DJANKUAT,3.1,3180.0,-2080.0,1100.0,,RGI50-12.01132
1994,726,RU,DJANKUAT,3.1,2070.0,-2910.0,-840.0,,RGI50-12.01132
1995,726,RU,DJANKUAT,3.126,2540.0,-2500.0,40.0,Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bs -2500,RGI50-12.01132
1996,726,RU,DJANKUAT,3.1,2270.0,-2420.0,-150.0,,RGI50-12.01132
1997,726,RU,DJANKUAT,3.1,2810.0,-2540.0,270.0,,RGI50-12.01132
1998,726,RU,DJANKUAT,2.857,2540.0,-3540.0,-1000.0,,RGI50-12.01132
1999,726,RU,DJANKUAT,2.857,2430.0,-2990.0,-560.0,,RGI50-12.01132
2000,726,RU,DJANKUAT,2.737,2490.0,-3630.0,-1140.0,,RGI50-12.01132
2001,726,RU,DJANKUAT,,,,-620.0,,RGI50-12.01132
2002,726,RU,DJANKUAT,2.737,2900.0,-2470.0,430.0,,RGI50-12.01132
2003,726,RU,DJANKUAT,2.737,2630.0,-2350.0,280.0,,RGI50-12.01132
2004,726,RU,DJANKUAT,2.737,3220.0,-2490.0,730.0,,RGI50-12.01132
2005,726,RU,DJANKUAT,2.737,3120.0,-2730.0,390.0,,RGI50-12.01132
2006,726,RU,DJANKUAT,2.737,2290.0,-3090.0,-800.0,,RGI50-12.01132
2007,726,RU,DJANKUAT,2.688,1950.0,-3960.0,-2010.0,,RGI50-12.01132
2008,726,RU,DJANKUAT,2.688,2430.0,-2840.0,-410.0,,RGI50-12.01132
2009,726,RU,DJANKUAT,2.688,2500.0,-2730.0,-230.0,,RGI50-12.01132
2010,726,RU,DJANKUAT,2.688,,,-600.0,Preliminary data,RGI50-12.01132
2011,726,RU,DJANKUAT,2.688,2530.0,-3210.0,-680.0,Preliminary data,RGI50-12.01132
2012,726,RU,DJANKUAT,,1920.0,-3550.0,-1630.0,approximate values,RGI50-12.01132
2013,726,RU,DJANKUAT,,1970.0,-2420.0,-450.0,,RGI50-12.01132
2014,726,RU,DJANKUAT,2.688,2340.0,-3710.0,-1370.0,,RGI50-12.01132
2015,726,RU,DJANKUAT,2.688,2580.0,-3590.0,-1010.0,,RGI50-12.01132
2016,726,RU,DJANKUAT,,,,-730.0,,RGI50-12.01132
2017,726,RU,DJANKUAT,2.688,2880.0,-3620.0,-740.0,,RGI50-12.01132
2018,726,RU,DJANKUAT,2.688,3980.0,-3540.0,440.0,,RGI50-12.01132
