YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1966,3993,AT,HOCHKOENIG,,,,240.0,,RGI50-11.00012
1967,3993,AT,HOCHKOENIG,,,,60.0,,RGI50-11.00012
1968,3993,AT,HOCHKOENIG,,,,-100.0,,RGI50-11.00012
1969,3993,AT,HOCHKOENIG,,,,-60.0,,RGI50-11.00012
1970,3993,AT,HOCHKOENIG,,,,-30.0,,RGI50-11.00012
1971,3993,AT,HOCHKOENIG,,,,-690.0,,RGI50-11.00012
1972,3993,AT,HOCHKOENIG,,,,-340.0,,RGI50-11.00012
1973,3993,AT,HOCHKOENIG,,,,-860.0,,RGI50-11.00012
1974,3993,AT,HOCHKOENIG,,,,550.0,,RGI50-11.00012
1975,3993,AT,HOCHKOENIG,,,,-520.0,,RGI50-11.00012
