YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1994,3126,TUNGNAARJOEKULL,-140.0,RGI50-06.00443
1997,3126,TUNGNAARJOEKULL,-1880.0,RGI50-06.00443
1998,3126,TUNGNAARJOEKULL,-1480.0,RGI50-06.00443
1999,3126,TUNGNAARJOEKULL,-1020.0,RGI50-06.00443
2000,3126,TUNGNAARJOEKULL,-1280.0,RGI50-06.00443
2001,3126,TUNGNAARJOEKULL,-1629.0,RGI50-06.00443
2002,3126,TUNGNAARJOEKULL,-1276.0,RGI50-06.00443
2003,3126,TUNGNAARJOEKULL,-1220.0,RGI50-06.00443
2004,3126,TUNGNAARJOEKULL,-1699.0,RGI50-06.00443
2005,3126,TUNGNAARJOEKULL,-1757.0,RGI50-06.00443
2006,3126,TUNGNAARJOEKULL,-1569.0,RGI50-06.00443
2007,3126,TUNGNAARJOEKULL,-997.0,RGI50-06.00443
2008,3126,TUNGNAARJOEKULL,-1340.0,RGI50-06.00443
2009,3126,TUNGNAARJOEKULL,-809.0,RGI50-06.00443
2010,3126,TUNGNAARJOEKULL,-3510.0,RGI50-06.00443
2011,3126,TUNGNAARJOEKULL,-1380.0,RGI50-06.00443
2012,3126,TUNGNAARJOEKULL,-1294.0,RGI50-06.00443
2013,3126,TUNGNAARJOEKULL,-810.0,RGI50-06.00443
