YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2010,371,CH,TSANFLEURON,2.7519,1075.0,-1992.0,-917.0,Measurement period,RGI50-11.02249
2011,371,CH,TSANFLEURON,2.7519,1175.0,-3511.0,-2336.0,Measurement period,RGI50-11.02249
2012,371,CH,TSANFLEURON,2.7519,1348.0,-3132.0,-1784.0,Measurement period,RGI50-11.02249
2013,371,CH,TSANFLEURON,2.64625,1552.0,-1875.0,-323.0,,RGI50-11.02249
2014,371,CH,TSANFLEURON,2.64625,1383.0,-2025.0,-642.0,,RGI50-11.02249
2015,371,CH,TSANFLEURON,2.6181299,1565.0,-4309.0,-2744.0,,RGI50-11.02249
2016,371,CH,TSANFLEURON,2.61813,1914.0,-2140.0,-226.0,,RGI50-11.02249
2017,371,CH,TSANFLEURON,2.46625,1727.0,-3969.0,-2242.0,,RGI50-11.02249
2018,371,CH,TSANFLEURON,2.46625,2584.0,-5076.0,-2492.0,,RGI50-11.02249
2019,371,CH,TSANFLEURON,2.45125,2077.0,-3559.0,-1482.0,,RGI50-11.02249
