YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1963,3950,RU,BOLSHOI BEREL,,,,70.0,Multi-annual observation (350 mm w.e.) evenly distributed to corresponding years.
1964,3950,RU,BOLSHOI BEREL,,,,70.0,Multi-annual observation (350 mm w.e.) evenly distributed to corresponding years.
1965,3950,RU,BOLSHOI BEREL,,,,70.0,Multi-annual observation (350 mm w.e.) evenly distributed to corresponding years.
1966,3950,RU,BOLSHOI BEREL,,,,70.0,Multi-annual observation (350 mm w.e.) evenly distributed to corresponding years.
1967,3950,RU,BOLSHOI BEREL,,,,70.0,Multi-annual observation (350 mm w.e.) evenly distributed to corresponding years.
