YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2003,3504,SJ,KRONEBREEN,,,,-560.0,,RGI50-07.01464
2004,3504,SJ,KRONEBREEN,,,,-900.0,,RGI50-07.01464
2005,3504,SJ,KRONEBREEN,,,,-780.0,,RGI50-07.01464
2006,3504,SJ,KRONEBREEN,,,,-150.0,,RGI50-07.01464
2013,3504,SJ,KRONEBREEN,,280.0,-710.0,-420.0,Ba + calving: -1220 mm w.e.,RGI50-07.01464
2014,3504,SJ,KRONEBREEN,,460.0,-380.0,80.0,Ba + calving: -390 mm w.e.,RGI50-07.01464
2015,3504,SJ,KRONEBREEN,,670.0,-730.0,-60.0,Ba + calving: -520 mm w.e.,RGI50-07.01464
2016,3504,SJ,KRONEBREEN,,520.0,-680.0,-160.0,Net + calving = -630 mm w.e.,RGI50-07.01464
2017,3504,SJ,KRONEBREEN,,570.0,-530.0,60.0,Net + calving = -420 mm w.e.,RGI50-07.01464
2018,3504,SJ,KRONEBREEN,,,,-10.0,,RGI50-07.01464
