YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1951,3486,FINSTERWALDERBREEN,-1350.0,RGI50-07.00231
1952,3486,FINSTERWALDERBREEN,-1350.0,RGI50-07.00231
1953,3486,FINSTERWALDERBREEN,50.0,RGI50-07.00231
1954,3486,FINSTERWALDERBREEN,50.0,RGI50-07.00231
1955,3486,FINSTERWALDERBREEN,-1200.0,RGI50-07.00231
1956,3486,FINSTERWALDERBREEN,-1200.0,RGI50-07.00231
1957,3486,FINSTERWALDERBREEN,200.0,RGI50-07.00231
1958,3486,FINSTERWALDERBREEN,200.0,RGI50-07.00231
1959,3486,FINSTERWALDERBREEN,-50.0,RGI50-07.00231
1960,3486,FINSTERWALDERBREEN,-50.0,RGI50-07.00231
1961,3486,FINSTERWALDERBREEN,-1150.0,RGI50-07.00231
1962,3486,FINSTERWALDERBREEN,-1150.0,RGI50-07.00231
1963,3486,FINSTERWALDERBREEN,-100.0,RGI50-07.00231
1964,3486,FINSTERWALDERBREEN,-100.0,RGI50-07.00231
1965,3486,FINSTERWALDERBREEN,-400.0,RGI50-07.00231
1966,3486,FINSTERWALDERBREEN,-400.0,RGI50-07.00231
1967,3486,FINSTERWALDERBREEN,-550.0,RGI50-07.00231
1968,3486,FINSTERWALDERBREEN,-550.0,RGI50-07.00231
