YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1966,94,US,WOLVERINE,17.17,1610.0,-2250.0,-640.0,,RGI60-01.09162
1967,94,US,WOLVERINE,17.15,1690.0,-2580.0,-890.0,,RGI60-01.09162
1968,94,US,WOLVERINE,17.13,1890.0,-2790.0,-900.0,,RGI60-01.09162
1969,94,US,WOLVERINE,17.11,2250.0,-2060.0,190.0,,RGI60-01.09162
1970,94,US,WOLVERINE,17.09,3470.0,-1740.0,1730.0,,RGI60-01.09162
1971,94,US,WOLVERINE,17.07,2900.0,-2590.0,310.0,,RGI60-01.09162
1972,94,US,WOLVERINE,17.05,1040.0,-2110.0,-1070.0,,RGI60-01.09162
1973,94,US,WOLVERINE,17.04,2380.0,-1930.0,450.0,,RGI60-01.09162
1974,94,US,WOLVERINE,17.03,1570.0,-2820.0,-1250.0,,RGI60-01.09162
1975,94,US,WOLVERINE,17.03,2210.0,-2330.0,-120.0,,RGI60-01.09162
1976,94,US,WOLVERINE,17.02,1460.0,-2250.0,-790.0,,RGI60-01.09162
1977,94,US,WOLVERINE,17.02,3620.0,-1650.0,1970.0,,RGI60-01.09162
1978,94,US,WOLVERINE,17.01,2650.0,-1830.0,820.0,,RGI60-01.09162
1979,94,US,WOLVERINE,17.0,1800.0,-3150.0,-1350.0,,RGI60-01.09162
1980,94,US,WOLVERINE,16.99,4600.0,-2520.0,2080.0,,RGI60-01.09162
1981,94,US,WOLVERINE,16.98,6680.0,-3120.0,3560.0,,RGI60-01.09162
1982,94,US,WOLVERINE,16.96,2170.0,-2590.0,-420.0,,RGI60-01.09162
1983,94,US,WOLVERINE,16.95,2100.0,-2660.0,-560.0,,RGI60-01.09162
1984,94,US,WOLVERINE,16.94,1760.0,-2220.0,-460.0,,RGI60-01.09162
1985,94,US,WOLVERINE,16.92,2120.0,-1950.0,170.0,,RGI60-01.09162
1986,94,US,WOLVERINE,16.91,2400.0,-2910.0,-510.0,,RGI60-01.09162
1987,94,US,WOLVERINE,16.9,3430.0,-2120.0,1310.0,,RGI60-01.09162
1988,94,US,WOLVERINE,16.88,2820.0,-1890.0,930.0,,RGI60-01.09162
1989,94,US,WOLVERINE,16.87,1460.0,-3180.0,-1720.0,,RGI60-01.09162
1990,94,US,WOLVERINE,16.86,1190.0,-3680.0,-2490.0,,RGI60-01.09162
1991,94,US,WOLVERINE,16.85,2020.0,-2570.0,-550.0,,RGI60-01.09162
1992,94,US,WOLVERINE,16.83,1990.0,-2320.0,-330.0,,RGI60-01.09162
1993,94,US,WOLVERINE,16.82,2570.0,-3410.0,-840.0,,RGI60-01.09162
1994,94,US,WOLVERINE,16.81,2140.0,-2670.0,-530.0,,RGI60-01.09162
1995,94,US,WOLVERINE,16.79,2440.0,-3090.0,-650.0,,RGI60-01.09162
1996,94,US,WOLVERINE,16.75,1230.0,-2980.0,-1750.0,,RGI60-01.09162
1997,94,US,WOLVERINE,16.71,1910.0,-3960.0,-2050.0,,RGI60-01.09162
1998,94,US,WOLVERINE,16.67,2880.0,-2160.0,720.0,,RGI60-01.09162
1999,94,US,WOLVERINE,16.63,1870.0,-2830.0,-960.0,,RGI60-01.09162
2000,94,US,WOLVERINE,16.59,2140.0,-1620.0,520.0,,RGI60-01.09162
2001,94,US,WOLVERINE,16.55,3390.0,-3040.0,350.0,,RGI60-01.09162
2002,94,US,WOLVERINE,16.51,2470.0,-3000.0,-530.0,,RGI60-01.09162
2003,94,US,WOLVERINE,16.47,1990.0,-2160.0,-170.0,,RGI60-01.09162
2004,94,US,WOLVERINE,16.43,2060.0,-4490.0,-2430.0,,RGI60-01.09162
2005,94,US,WOLVERINE,16.39,1990.0,-3730.0,-1740.0,,RGI60-01.09162
2006,94,US,WOLVERINE,16.35,2770.0,-3630.0,-860.0,,RGI60-01.09162
2007,94,US,WOLVERINE,16.34,1990.0,-2610.0,-620.0,,RGI60-01.09162
2008,94,US,WOLVERINE,16.33,3940.0,-2710.0,1230.0,,RGI60-01.09162
2009,94,US,WOLVERINE,16.26,1680.0,-3320.0,-1640.0,,RGI60-01.09162
2010,94,US,WOLVERINE,16.2,2500.0,-2180.0,320.0,,RGI60-01.09162
2011,94,US,WOLVERINE,16.15,2040.0,-3190.0,-1150.0,,RGI60-01.09162
2012,94,US,WOLVERINE,16.09,2860.0,-1540.0,1320.0,,RGI60-01.09162
2013,94,US,WOLVERINE,16.03,1990.0,-3780.0,-1790.0,,RGI60-01.09162
2014,94,US,WOLVERINE,15.97,1440.0,-3210.0,-1770.0,,RGI60-01.09162
2015,94,US,WOLVERINE,15.92,2190.0,-3040.0,-850.0,,RGI60-01.09162
2016,94,US,WOLVERINE,15.86,3730.0,-3880.0,-150.0,,RGI60-01.09162
2017,94,US,WOLVERINE,15.74,1630.0,-2710.0,-1080.0,,RGI60-01.09162
2018,94,US,WOLVERINE,15.63,1620.0,-3480.0,-1860.0,,RGI60-01.09162
2019,94,US,WOLVERINE,15.51,2570.0,-4100.0,-1530.0,,RGI60-01.09162
2020,94,US,WOLVERINE,15.4,1580.0,-3440.0,-1860.0,,RGI60-01.09162
