YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1957,811,KZ,MANSHUK MAMETOVA,,,,100.0,,RGI50-13.08534
1958,811,KZ,MANSHUK MAMETOVA,,,,380.0,,RGI50-13.08534
1959,811,KZ,MANSHUK MAMETOVA,,,,-110.0,,RGI50-13.08534
1960,811,KZ,MANSHUK MAMETOVA,,,,180.0,,RGI50-13.08534
1961,811,KZ,MANSHUK MAMETOVA,,,,-110.0,,RGI50-13.08534
1962,811,KZ,MANSHUK MAMETOVA,,,,-150.0,,RGI50-13.08534
1963,811,KZ,MANSHUK MAMETOVA,,,,200.0,,RGI50-13.08534
1964,811,KZ,MANSHUK MAMETOVA,,,,410.0,,RGI50-13.08534
1965,811,KZ,MANSHUK MAMETOVA,0.35,,,-310.0,,RGI50-13.08534
1966,811,KZ,MANSHUK MAMETOVA,0.35,,,190.0,,RGI50-13.08534
1967,811,KZ,MANSHUK MAMETOVA,0.35,,,140.0,,RGI50-13.08534
1968,811,KZ,MANSHUK MAMETOVA,0.35,,,-630.0,,RGI50-13.08534
1969,811,KZ,MANSHUK MAMETOVA,0.35,,,260.0,,RGI50-13.08534
1970,811,KZ,MANSHUK MAMETOVA,0.35,,,-60.0,,RGI50-13.08534
1971,811,KZ,MANSHUK MAMETOVA,0.35,,,-430.0,,RGI50-13.08534
1972,811,KZ,MANSHUK MAMETOVA,0.35,,,330.0,,RGI50-13.08534
1975,811,KZ,MANSHUK MAMETOVA,0.35,,,-60.0,,RGI50-13.08534
1976,811,KZ,MANSHUK MAMETOVA,0.35,,,-250.0,,RGI50-13.08534
1977,811,KZ,MANSHUK MAMETOVA,0.35,,,-770.0,,RGI50-13.08534
1978,811,KZ,MANSHUK MAMETOVA,0.35,,,-2350.0,,RGI50-13.08534
1979,811,KZ,MANSHUK MAMETOVA,0.35,,,-486.0,,RGI50-13.08534
1980,811,KZ,MANSHUK MAMETOVA,0.35,,,-730.0,,RGI50-13.08534
1981,811,KZ,MANSHUK MAMETOVA,0.35,,,80.0,,RGI50-13.08534
1982,811,KZ,MANSHUK MAMETOVA,0.35,,,-660.0,,RGI50-13.08534
1983,811,KZ,MANSHUK MAMETOVA,0.35,,,-550.0,,RGI50-13.08534
1984,811,KZ,MANSHUK MAMETOVA,0.35,,,-149.0,,RGI50-13.08534
1985,811,KZ,MANSHUK MAMETOVA,0.35,,,-550.0,,RGI50-13.08534
1986,811,KZ,MANSHUK MAMETOVA,,,,-510.0,,RGI50-13.08534
1987,811,KZ,MANSHUK MAMETOVA,,,,-270.0,,RGI50-13.08534
1988,811,KZ,MANSHUK MAMETOVA,,,,-630.0,,RGI50-13.08534
1989,811,KZ,MANSHUK MAMETOVA,,,,-430.0,,RGI50-13.08534
1990,811,KZ,MANSHUK MAMETOVA,,,,-1100.0,,RGI50-13.08534
