YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1984,3941,US,SPIDER,,,,1120.0,,RGI60-02.17789
1985,3941,US,SPIDER,,,,-630.0,,RGI60-02.17789
1986,3941,US,SPIDER,,,,300.0,,RGI60-02.17789
1987,3941,US,SPIDER,,,,-1150.0,,RGI60-02.17789
1988,3941,US,SPIDER,,,,730.0,,RGI60-02.17789
1989,3941,US,SPIDER,,,,-150.0,,RGI60-02.17789
1990,3941,US,SPIDER,,,,-960.0,,RGI60-02.17789
1991,3941,US,SPIDER,,,,1100.0,,RGI60-02.17789
1992,3941,US,SPIDER,,,,-670.0,,RGI60-02.17789
1993,3941,US,SPIDER,,,,-400.0,,RGI60-02.17789
