YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1992,3068,IS,DYNGJUJOKULL,1040.0,2075.0,-425.0,1650.0,,RGI50-06.00477
1993,3068,IS,DYNGJUJOKULL,1040.0,1600.0,-330.0,1270.0,,RGI50-06.00477
1994,3068,IS,DYNGJUJOKULL,1040.0,1440.0,-1250.0,190.0,,RGI50-06.00477
1995,3068,IS,DYNGJUJOKULL,1040.0,1470.0,-1450.0,20.0,Area from table SECTION.,RGI50-06.00477
1996,3068,IS,DYNGJUJOKULL,1040.0,1370.0,-1760.0,-390.0,,RGI50-06.00477
1997,3068,IS,DYNGJUJOKULL,1040.0,,,-1060.0,,RGI50-06.00477
1998,3068,IS,DYNGJUJOKULL,1040.0,,,-490.0,,RGI50-06.00477
2005,3068,IS,DYNGJUJOKULL,1040.0,1127.0,-2454.0,-1327.0,,RGI50-06.00477
2006,3068,IS,DYNGJUJOKULL,1050.0,,,-353.0,Preliminary values.,RGI50-06.00477
2007,3068,IS,DYNGJUJOKULL,1050.0,,,95.0,Preliminary values.,RGI50-06.00477
2008,3068,IS,DYNGJUJOKULL,,,,-24.0,,RGI50-06.00477
2009,3068,IS,DYNGJUJOKULL,1050.0,1687.0,-1460.0,227.0,,RGI50-06.00477
2010,3068,IS,DYNGJUJOKULL,,,,-1540.0,Preliminary data,RGI50-06.00477
2011,3068,IS,DYNGJUJOKULL,1053.0,1771.0,-1394.0,377.0,,RGI50-06.00477
2012,3068,IS,DYNGJUJOKULL,1063.0,1483.0,-2458.0,-975.0,,RGI50-06.00477
2013,3068,IS,DYNGJUJOKULL,1060.0,1380.0,-1610.0,-230.0,,RGI50-06.00477
2014,3068,IS,DYNGJUJOKULL,1060.0,1706.0,-1535.0,171.0,,RGI50-06.00477
2015,3068,IS,DYNGJUJOKULL,,2223.0,-754.0,1469.0,,RGI50-06.00477
2016,3068,IS,DYNGJUJOKULL,,1576.0,-1812.0,-236.0,,RGI50-06.00477
2017,3068,IS,DYNGJUJOKULL,1060.0,1710.0,-1480.0,230.0,,RGI50-06.00477
2018,3068,IS,DYNGJUJOKULL,1060.0,1590.0,-1514.0,76.0,,RGI50-06.00477
2019,3068,IS,DYNGJUJOKULL,1038.0,,-2209.0,-379.0,,RGI50-06.00477
2020,3068,IS,DYNGJUJOKULL,1039.0,1611.0,-1395.0,216.0,,RGI50-06.00477
