YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1962,290,NIGARDSBREEN,2250.0,RGI50-08.02419
1963,290,NIGARDSBREEN,-230.0,RGI50-08.02419
1964,290,NIGARDSBREEN,950.0,RGI50-08.02419
1965,290,NIGARDSBREEN,900.0,RGI50-08.02419
1966,290,NIGARDSBREEN,-920.0,RGI50-08.02419
1967,290,NIGARDSBREEN,2160.0,RGI50-08.02419
1968,290,NIGARDSBREEN,220.0,RGI50-08.02419
1969,290,NIGARDSBREEN,-1310.0,RGI50-08.02419
1970,290,NIGARDSBREEN,-560.0,RGI50-08.02419
1971,290,NIGARDSBREEN,820.0,RGI50-08.02419
1972,290,NIGARDSBREEN,-140.0,RGI50-08.02419
1973,290,NIGARDSBREEN,1100.0,RGI50-08.02419
1974,290,NIGARDSBREEN,480.0,RGI50-08.02419
1975,290,NIGARDSBREEN,270.0,RGI50-08.02419
1976,290,NIGARDSBREEN,400.0,RGI50-08.02419
1977,290,NIGARDSBREEN,-770.0,RGI50-08.02419
1978,290,NIGARDSBREEN,-130.0,RGI50-08.02419
1979,290,NIGARDSBREEN,710.0,RGI50-08.02419
1980,290,NIGARDSBREEN,-1220.0,RGI50-08.02419
1981,290,NIGARDSBREEN,320.0,RGI50-08.02419
1982,290,NIGARDSBREEN,-420.0,RGI50-08.02419
1983,290,NIGARDSBREEN,1090.0,RGI50-08.02419
1984,290,NIGARDSBREEN,340.0,RGI50-08.02419
1985,290,NIGARDSBREEN,-100.0,RGI50-08.02419
1986,290,NIGARDSBREEN,-100.0,RGI50-08.02419
1987,290,NIGARDSBREEN,1480.0,RGI50-08.02419
1988,290,NIGARDSBREEN,-900.0,RGI50-08.02419
1989,290,NIGARDSBREEN,3200.0,RGI50-08.02419
1990,290,NIGARDSBREEN,1760.0,RGI50-08.02419
1991,290,NIGARDSBREEN,200.0,RGI50-08.02419
1992,290,NIGARDSBREEN,1600.0,RGI50-08.02419
1993,290,NIGARDSBREEN,1850.0,RGI50-08.02419
1994,290,NIGARDSBREEN,570.0,RGI50-08.02419
1995,290,NIGARDSBREEN,1190.0,RGI50-08.02419
1996,290,NIGARDSBREEN,-410.0,RGI50-08.02419
1997,290,NIGARDSBREEN,40.0,RGI50-08.02419
1998,290,NIGARDSBREEN,970.0,RGI50-08.02419
1999,290,NIGARDSBREEN,170.0,RGI50-08.02419
2000,290,NIGARDSBREEN,1720.0,RGI50-08.02419
2001,290,NIGARDSBREEN,-219.0,RGI50-08.02419
2002,290,NIGARDSBREEN,-888.0,RGI50-08.02419
2003,290,NIGARDSBREEN,-1159.0,RGI50-08.02419
2004,290,NIGARDSBREEN,-43.0,RGI50-08.02419
2005,290,NIGARDSBREEN,1098.0,RGI50-08.02419
2006,290,NIGARDSBREEN,-1399.0,RGI50-08.02419
2007,290,NIGARDSBREEN,1047.0,RGI50-08.02419
2008,290,NIGARDSBREEN,1100.0,RGI50-08.02419
2009,290,NIGARDSBREEN,240.0,RGI50-08.02419
2010,290,NIGARDSBREEN,-800.0,RGI50-08.02419
2011,290,NIGARDSBREEN,-805.0,RGI50-08.02419
2012,290,NIGARDSBREEN,1274.0,RGI50-08.02419
2013,290,NIGARDSBREEN,-232.0,RGI50-08.02419
2014,290,NIGARDSBREEN,-343.0,RGI50-08.02419
