YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2007,417,CH,PIZOL,0.08067,1142.0,-2979.0,-1837.0,,RGI50-11.00638
2008,417,CH,PIZOL,0.08067,1447.0,-2179.0,-731.0,,RGI50-11.00638
2009,417,CH,PIZOL,0.08067,1591.0,-2812.0,-1220.0,,RGI50-11.00638
2010,417,CH,PIZOL,0.08067,1180.0,-2040.0,-860.0,Measurement period,RGI50-11.00638
2011,417,CH,PIZOL,0.08067,1063.0,-3087.0,-2024.0,,RGI50-11.00638
2012,417,CH,PIZOL,0.08067,2001.0,-3277.0,-1276.0,Measurement period,RGI50-11.00638
2013,417,CH,PIZOL,0.06853,1515.0,-2108.0,-593.0,,RGI50-11.00638
2014,417,CH,PIZOL,0.06653,1148.0,-2371.0,-1223.0,,RGI50-11.00638
2015,417,CH,PIZOL,0.0665299,1856.0,-3357.0,-1501.0,,RGI50-11.00638
2016,417,CH,PIZOL,0.06103,1369.0,-2068.0,-699.0,,RGI50-11.00638
2017,417,CH,PIZOL,0.06103,1099.0,-2751.0,-1652.0,,RGI50-11.00638
2018,417,CH,PIZOL,0.03705,1994.0,-3841.0,-1847.0,,RGI50-11.00638
2019,417,CH,PIZOL,0.02593,1622.0,-2449.0,-827.0,,RGI50-11.00638
