YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1949,302,STORBREEN,200.0,RGI50-08.01666
1950,302,STORBREEN,-290.0,RGI50-08.01666
1951,302,STORBREEN,-540.0,RGI50-08.01666
1952,302,STORBREEN,310.0,RGI50-08.01666
1953,302,STORBREEN,-850.0,RGI50-08.01666
1954,302,STORBREEN,-770.0,RGI50-08.01666
1955,302,STORBREEN,-490.0,RGI50-08.01666
1956,302,STORBREEN,-170.0,RGI50-08.01666
1957,302,STORBREEN,50.0,RGI50-08.01666
1958,302,STORBREEN,-80.0,RGI50-08.01666
1959,302,STORBREEN,-1280.0,RGI50-08.01666
1960,302,STORBREEN,-1090.0,RGI50-08.01666
1961,302,STORBREEN,-520.0,RGI50-08.01666
1962,302,STORBREEN,720.0,RGI50-08.01666
1963,302,STORBREEN,-1180.0,RGI50-08.01666
1964,302,STORBREEN,210.0,RGI50-08.01666
1965,302,STORBREEN,340.0,RGI50-08.01666
1966,302,STORBREEN,-610.0,RGI50-08.01666
1967,302,STORBREEN,720.0,RGI50-08.01666
1968,302,STORBREEN,50.0,RGI50-08.01666
1969,302,STORBREEN,-1420.0,RGI50-08.01666
1970,302,STORBREEN,-720.0,RGI50-08.01666
1971,302,STORBREEN,180.0,RGI50-08.01666
1972,302,STORBREEN,-310.0,RGI50-08.01666
1973,302,STORBREEN,80.0,RGI50-08.01666
1974,302,STORBREEN,240.0,RGI50-08.01666
1975,302,STORBREEN,-150.0,RGI50-08.01666
1976,302,STORBREEN,-90.0,RGI50-08.01666
1977,302,STORBREEN,-540.0,RGI50-08.01666
1978,302,STORBREEN,-440.0,RGI50-08.01666
1979,302,STORBREEN,-100.0,RGI50-08.01666
1980,302,STORBREEN,-1310.0,RGI50-08.01666
1981,302,STORBREEN,-100.0,RGI50-08.01666
1982,302,STORBREEN,-470.0,RGI50-08.01666
1983,302,STORBREEN,200.0,RGI50-08.01666
1984,302,STORBREEN,-300.0,RGI50-08.01666
1985,302,STORBREEN,-400.0,RGI50-08.01666
1986,302,STORBREEN,-320.0,RGI50-08.01666
1987,302,STORBREEN,320.0,RGI50-08.01666
1988,302,STORBREEN,-950.0,RGI50-08.01666
1989,302,STORBREEN,1200.0,RGI50-08.01666
1990,302,STORBREEN,1250.0,RGI50-08.01666
1991,302,STORBREEN,-150.0,RGI50-08.01666
1992,302,STORBREEN,150.0,RGI50-08.01666
1993,302,STORBREEN,690.0,RGI50-08.01666
1994,302,STORBREEN,-250.0,RGI50-08.01666
1995,302,STORBREEN,-150.0,RGI50-08.01666
1996,302,STORBREEN,-1030.0,RGI50-08.01666
1997,302,STORBREEN,-1030.0,RGI50-08.01666
1998,302,STORBREEN,220.0,RGI50-08.01666
1999,302,STORBREEN,-240.0,RGI50-08.01666
2000,302,STORBREEN,550.0,RGI50-08.01666
2001,302,STORBREEN,-570.0,RGI50-08.01666
2002,302,STORBREEN,-1786.0,RGI50-08.01666
2003,302,STORBREEN,-1566.0,RGI50-08.01666
2004,302,STORBREEN,-585.0,RGI50-08.01666
2005,302,STORBREEN,-63.0,RGI50-08.01666
2006,302,STORBREEN,-2150.0,RGI50-08.01666
2007,302,STORBREEN,-390.0,RGI50-08.01666
2008,302,STORBREEN,110.0,RGI50-08.01666
2009,302,STORBREEN,-220.0,RGI50-08.01666
2010,302,STORBREEN,-1760.0,RGI50-08.01666
2011,302,STORBREEN,-1349.0,RGI50-08.01666
2012,302,STORBREEN,-229.0,RGI50-08.01666
2013,302,STORBREEN,-1175.0,RGI50-08.01666
2014,302,STORBREEN,-1180.0,RGI50-08.01666
