YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1968,724,TBILISA,310.0,RGI50-12.00807
1969,724,TBILISA,-353.0,RGI50-12.00807
1970,724,TBILISA,-464.0,RGI50-12.00807
1971,724,TBILISA,-2.0,RGI50-12.00807
1972,724,TBILISA,-488.0,RGI50-12.00807
1973,724,TBILISA,115.0,RGI50-12.00807
1974,724,TBILISA,-127.0,RGI50-12.00807
1975,724,TBILISA,-932.0,RGI50-12.00807
1976,724,TBILISA,-186.0,RGI50-12.00807
1977,724,TBILISA,-284.0,RGI50-12.00807
1978,724,TBILISA,-137.0,RGI50-12.00807
1979,724,TBILISA,-137.0,RGI50-12.00807
1980,724,TBILISA,-281.0,RGI50-12.00807
