YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1991,3069,IS,EYJABAKKAJOKULL,107.9,2280.0,-3190.0,-900.0,,RGI50-06.00472
1992,3069,IS,EYJABAKKAJOKULL,107.9,2110.0,-2070.0,40.0,,RGI50-06.00472
1993,3069,IS,EYJABAKKAJOKULL,107.9,2070.0,-1330.0,740.0,,RGI50-06.00472
1994,3069,IS,EYJABAKKAJOKULL,107.9,2300.0,-1830.0,460.0,,RGI50-06.00472
1995,3069,IS,EYJABAKKAJOKULL,107.9,1760.0,-2180.0,-420.0,,RGI50-06.00472
1996,3069,IS,EYJABAKKAJOKULL,107.9,2380.0,-3230.0,-850.0,,RGI50-06.00472
1998,3069,IS,EYJABAKKAJOKULL,107.9,,,-1390.0,,RGI50-06.00472
1999,3069,IS,EYJABAKKAJOKULL,107.9,,,-1120.0,,RGI50-06.00472
2000,3069,IS,EYJABAKKAJOKULL,,,,-2020.0,,RGI50-06.00472
2001,3069,IS,EYJABAKKAJOKULL,119.0,2176.0,-1890.0,286.0,,RGI50-06.00472
2002,3069,IS,EYJABAKKAJOKULL,119.0,1616.0,-2709.0,-1093.0,,RGI50-06.00472
2003,3069,IS,EYJABAKKAJOKULL,119.0,2276.0,-3370.0,-1094.0,,RGI50-06.00472
2004,3069,IS,EYJABAKKAJOKULL,119.0,1580.0,-2890.0,-1310.0,,RGI50-06.00472
2005,3069,IS,EYJABAKKAJOKULL,119.0,1106.0,-3308.0,-2202.0,,RGI50-06.00472
2006,3069,IS,EYJABAKKAJOKULL,110.0,,,-1425.0,Preliminary values.,RGI50-06.00472
2007,3069,IS,EYJABAKKAJOKULL,110.0,,,-636.0,Preliminary values.,RGI50-06.00472
2008,3069,IS,EYJABAKKAJOKULL,,,,-1282.0,,RGI50-06.00472
2009,3069,IS,EYJABAKKAJOKULL,110.0,1995.0,-2502.0,-507.0,,RGI50-06.00472
2010,3069,IS,EYJABAKKAJOKULL,,1780.0,-3530.0,-1750.0,,RGI50-06.00472
2011,3069,IS,EYJABAKKAJOKULL,113.0,1993.0,-1468.0,525.0,,RGI50-06.00472
2012,3069,IS,EYJABAKKAJOKULL,112.0,1801.0,-2755.0,-954.0,,RGI50-06.00472
2013,3069,IS,EYJABAKKAJOKULL,112.0,2210.0,-2710.0,-500.0,,RGI50-06.00472
2014,3069,IS,EYJABAKKAJOKULL,112.0,2292.0,-2645.0,-353.0,,RGI50-06.00472
2015,3069,IS,EYJABAKKAJOKULL,,2263.0,-1529.0,734.0,,RGI50-06.00472
2016,3069,IS,EYJABAKKAJOKULL,,1776.0,-2706.0,-930.0,,RGI50-06.00472
2017,3069,IS,EYJABAKKAJOKULL,112.0,2004.0,-2456.0,-452.0,,RGI50-06.00472
2018,3069,IS,EYJABAKKAJOKULL,,,,-390.0,,RGI50-06.00472
