YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1980,831,PRAVIY AKTRU,250.0,RGI50-10.01735
1981,831,PRAVIY AKTRU,-330.0,RGI50-10.01735
1982,831,PRAVIY AKTRU,-310.0,RGI50-10.01735
1983,831,PRAVIY AKTRU,330.0,RGI50-10.01735
1984,831,PRAVIY AKTRU,330.0,RGI50-10.01735
1985,831,PRAVIY AKTRU,290.0,RGI50-10.01735
1986,831,PRAVIY AKTRU,150.0,RGI50-10.01735
1987,831,PRAVIY AKTRU,230.0,RGI50-10.01735
1988,831,PRAVIY AKTRU,310.0,RGI50-10.01735
1989,831,PRAVIY AKTRU,190.0,RGI50-10.01735
1990,831,PRAVIY AKTRU,70.0,RGI50-10.01735
