YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1984,79,RAINBOW,580.0,RGI50-02.01299
1985,79,RAINBOW,40.0,RGI50-02.01299
1986,79,RAINBOW,200.0,RGI50-02.01299
1987,79,RAINBOW,-260.0,RGI50-02.01299
1988,79,RAINBOW,430.0,RGI50-02.01299
1989,79,RAINBOW,-240.0,RGI50-02.01299
1990,79,RAINBOW,-460.0,RGI50-02.01299
1991,79,RAINBOW,440.0,RGI50-02.01299
1992,79,RAINBOW,-1650.0,RGI50-02.01299
1993,79,RAINBOW,-800.0,RGI50-02.01299
1994,79,RAINBOW,-720.0,RGI50-02.01299
1995,79,RAINBOW,-200.0,RGI50-02.01299
1996,79,RAINBOW,120.0,RGI50-02.01299
1997,79,RAINBOW,510.0,RGI50-02.01299
1998,79,RAINBOW,-1490.0,RGI50-02.01299
1999,79,RAINBOW,1840.0,RGI50-02.01299
2000,79,RAINBOW,150.0,RGI50-02.01299
2001,79,RAINBOW,-1710.0,RGI50-02.01299
2002,79,RAINBOW,120.0,RGI50-02.01299
2003,79,RAINBOW,-980.0,RGI50-02.01299
2004,79,RAINBOW,-1670.0,RGI50-02.01299
2005,79,RAINBOW,-2650.0,RGI50-02.01299
2006,79,RAINBOW,-610.0,RGI50-02.01299
2007,79,RAINBOW,290.0,RGI50-02.01299
2008,79,RAINBOW,650.0,RGI50-02.01299
2009,79,RAINBOW,-1980.0,RGI50-02.01299
2010,79,RAINBOW,760.0,RGI50-02.01299
2011,79,RAINBOW,1640.0,RGI50-02.01299
2012,79,RAINBOW,420.0,RGI50-02.01299
2013,79,RAINBOW,-1850.0,RGI50-02.01299
