,CPP filename,Lat,Long
1492,DEM1_SAR_DGE_90_20130604T112726_20140722T050620_ADS_000000_0059.DEM.tar,S74,W123
1493,DEM1_SAR_DGE_90_20101227T184613_20120402T184623_ADS_000000_7083.DEM.tar,S09,E162
1494,DEM1_SAR_DGE_90_20110217T123715_20140827T123925_ADS_000000_7156.DEM.tar,N39,E079
1495,DEM1_SAR_DGE_90_20110107T163345_20130531T162739_ADS_000000_4971.DEM.tar,N53,E018
1496,DEM1_SAR_DGE_90_20110211T142313_20121219T141550_ADS_000000_1028.DEM.tar,N44,E053
1497,DEM1_SAR_DGE_90_20110211T221944_20130408T221248_ADS_000000_7649.DEM.tar,N55,W070
1498,DEM1_SAR_DGE_90_20130430T230925_20140820T074446_ADS_000000_1488.DEM.tar,S82,W056
1499,DEM1_SAR_DGE_90_20110101T150943_20130411T150142_ADS_000000_7469.DEM.tar,N55,E039
1500,DEM1_SAR_DGE_90_20101219T210200_20140314T093625_ADS_000000_1471.DEM.tar,S01,E130
1501,DEM1_SAR_DGE_90_20101218T142935_20120718T142156_ADS_000000_3021.DEM.tar,N68,E044
1502,DEM1_SAR_DGE_90_20101216T091456_20130314T092604_ADS_000000_7947.DEM.tar,S09,W056
1503,DEM1_SAR_DGE_90_20110211T221944_20130408T221248_ADS_000000_9327.DEM.tar,N54,W069
1504,DEM1_SAR_DGE_90_20101212T175129_20140309T095344_ADS_000000_5107.DEM.tar,N82,W030
1505,DEM1_SAR_DGE_90_20110102T034952_20140825T035234_ADS_000000_4561.DEM.tar,N66,W156
1506,DEM1_SAR_DGE_90_20130602T164527_20140716T095938_ADS_000000_7991.DEM.tar,S73,E161
1507,DEM1_SAR_DGE_90_20101215T152421_20120510T151616_ADS_000000_9799.DEM.tar,N77,E022
1508,DEM1_SAR_DGE_90_20110109T110502_20130710T110616_ADS_000000_0025.DEM.tar,N11,E106
1509,DEM1_SAR_DGE_90_20110207T170647_20140817T170857_ADS_000000_4800.DEM.tar,N47,E010
1510,DEM1_SAR_DGE_90_20110426T044732_20130707T044954_ADS_000000_0171.DEM.tar,S08,E013
1511,DEM1_SAR_DGE_90_20101225T140207_20130409T140233_ADS_000000_6350.DEM.tar,N60,E055
1512,DEM1_SAR_DGE_90_20110507T115730_20121016T115752_ADS_000000_7913.DEM.tar,N13,E092
1513,DEM1_SAR_DGE_90_20130508T112304_20140731T181456_ADS_000000_5751.DEM.tar,S78,E115
1514,DEM1_SAR_DGE_90_20130522T085538_20140522T082144_ADS_000000_4175.DEM.tar,S90,E141
1515,DEM1_SAR_DGE_90_20110121T154158_20130523T153436_ADS_000000_1582.DEM.tar,N49,E032
1516,DEM1_SAR_DGE_90_20110815T220001_20121017T220048_ADS_000000_2957.DEM.tar,S26,E112
1517,DEM1_SAR_DGE_90_20110117T181455_20140116T181104_ADS_000000_6086.DEM.tar,N17,W003
1518,DEM1_SAR_DGE_90_20130612T232126_20140907T230718_ADS_000000_2327.DEM.tar,S75,E057
1519,DEM1_SAR_DGE_90_20130507T145001_20140706T204156_ADS_000000_6362.DEM.tar,S79,E064
1520,DEM1_SAR_DGE_90_20101218T111953_20120831T111134_ADS_000000_0703.DEM.tar,N65,E092
1521,DEM1_SAR_DGE_90_20101220T191138_20140930T192044_ADS_000000_8263.DEM.tar,S07,E156
1522,DEM1_SAR_DGE_90_20110309T113613_20140905T113816_ADS_000000_7992.DEM.tar,N36,E095
1523,DEM1_SAR_DGE_90_20130506T181657_20140908T181040_ADS_000000_0768.DEM.tar,S81,E021
1524,DEM1_SAR_DGE_90_20130603T003815_20140903T003332_ADS_000000_1515.DEM.tar,S77,E026
1525,DEM1_SAR_DGE_90_20110601T110645_20161101T111048_ADS_000000_3123.DEM.tar,N27,E102
1526,DEM1_SAR_DGE_90_20110101T071807_20130405T072007_ADS_000000_6013.DEM.tar,N67,E152
1527,DEM1_SAR_DGE_90_20130605T190209_20140723T185446_ADS_000000_9512.DEM.tar,S69,E132
1528,DEM1_SAR_DGE_90_20130605T203654_20140809T123646_ADS_000000_0397.DEM.tar,S67,E111
1529,DEM1_SAR_DGE_90_20110303T225704_20130531T224904_ADS_000000_1439.DEM.tar,N61,W081
1530,DEM1_SAR_DGE_90_20110821T003109_20130406T003322_ADS_000000_8443.DEM.tar,N26,W098
1531,DEM1_SAR_DGE_90_20110119T125918_20120915T130154_ADS_000000_9876.DEM.tar,N25,E075
1532,DEM1_SAR_DGE_90_20110403T205716_20121203T210650_ADS_000000_8508.DEM.tar,S15,E128
1533,DEM1_SAR_DGE_90_20110107T003743_20140830T003856_ADS_000000_7101.DEM.tar,N19,W098
1534,DEM1_SAR_DGE_90_20110114T033236_20140826T033521_ADS_000000_2209.DEM.tar,N68,W154
1535,DEM1_SAR_DGE_90_20101217T193156_20140225T083951_ADS_000000_6151.DEM.tar,N68,W032
1536,DEM1_SAR_DGE_90_20101223T143636_20120814T143001_ADS_000000_0563.DEM.tar,N66,E043
1537,DEM1_SAR_DGE_90_20101229T111654_20130104T111917_ADS_000000_7786.DEM.tar,N60,E095
1538,DEM1_SAR_DGE_90_20130617T232957_20140826T153734_ADS_000000_2999.DEM.tar,S68,E067
1539,DEM1_SAR_DGE_90_20130603T021427_20140729T185513_ADS_000000_8119.DEM.tar,S71,E021
1540,DEM1_SAR_DGE_90_20110106T005439_20140312T004956_ADS_000000_6742.DEM.tar,N24,W103
1541,DEM1_SAR_DGE_90_20110702T140553_20121028T140609_ADS_000000_2015.DEM.tar,S25,W129
1542,DEM1_SAR_DGE_90_20130510T104736_20140520T072123_ADS_000000_5901.DEM.tar,S88,E157
1543,DEM1_SAR_DGE_90_20130605T075845_20140801T004041_ADS_000000_1257.DEM.tar,S72,W063
1544,DEM1_SAR_DGE_90_20110607T123316_20130915T002442_ADS_000000_0852.DEM.tar,N20,E082
1545,DEM1_SAR_DGE_90_20130502T020154_20140705T002756_ADS_000000_3921.DEM.tar,S87,W057
1546,DEM1_SAR_DGE_90_20110307T152049_20140114T032852_ADS_000000_2600.DEM.tar,N37,E039
1547,DEM1_SAR_DGE_90_20110614T231330_20140311T231413_ADS_000000_4312.DEM.tar,N27,W078
1548,DEM1_SAR_DGE_90_20110103T173513_20130327T173730_ADS_000000_3840.DEM.tar,N21,E007
1549,DEM1_SAR_DGE_90_20130601T042352_20140802T205540_ADS_000000_1007.DEM.tar,S72,W010
1550,DEM1_SAR_DGE_90_20101223T130145_20120723T125554_ADS_000000_8583.DEM.tar,N64,E068
1551,DEM1_SAR_DGE_90_20110129T215413_20130411T215431_ADS_000000_9255.DEM.tar,S03,E117
1552,DEM1_SAR_DGE_90_20101213T124607_20130328T124752_ADS_000000_2683.DEM.tar,N71,E067
1553,DEM1_SAR_DGE_90_20130502T020154_20140604T030318_ADS_000000_4237.DEM.tar,S85,W086
1554,DEM1_SAR_DGE_90_20101217T160407_20130526T160816_ADS_000000_4829.DEM.tar,N08,E032
1555,DEM1_SAR_DGE_90_20110109T110502_20130710T110616_ADS_000000_4349.DEM.tar,N12,E106
1556,DEM1_SAR_DGE_90_20110105T215756_20141124T215930_ADS_000000_9151.DEM.tar,N68,W069
1557,DEM1_SAR_DGE_90_20130510T135718_20140523T093922_ADS_000000_9418.DEM.tar,S89,E124
1558,DEM1_SAR_DGE_90_20130506T181657_20140908T181040_ADS_000000_4583.DEM.tar,S79,E015
1559,DEM1_SAR_DGE_90_20130617T105303_20140815T043135_ADS_000000_9843.DEM.tar,S74,W117
1560,DEM1_SAR_DGE_90_20101219T110238_20130425T110432_ADS_000000_1106.DEM.tar,N72,E093
1561,DEM1_SAR_DGE_90_20110407T212328_20130402T212700_ADS_000000_3291.DEM.tar,S26,E121
1562,DEM1_SAR_DGE_90_20110429T001233_20121008T001426_ADS_000000_6497.DEM.tar,N54,W098
1563,DEM1_SAR_DGE_90_20110317T012240_20140913T012615_ADS_000000_8056.DEM.tar,N34,W112
1564,DEM1_SAR_DGE_90_20110204T082944_20140814T083024_ADS_000000_9514.DEM.tar,N42,E141
1565,DEM1_SAR_DGE_90_20110624T140132_20140227T015647_ADS_000000_7336.DEM.tar,N28,E059
1566,DEM1_SAR_DGE_90_20110302T230707_20140317T230925_ADS_000000_3290.DEM.tar,N41,W078
1567,DEM1_SAR_DGE_90_20130602T071713_20140730T072713_ADS_000000_8579.DEM.tar,S77,W073
1568,DEM1_SAR_DGE_90_20130506T212639_20140824T063541_ADS_000000_4720.DEM.tar,S80,W034
1569,DEM1_SAR_DGE_90_20130506T212639_20140722T002002_ADS_000000_9315.DEM.tar,S78,W035
1570,DEM1_SAR_DGE_90_20130504T171617_20140705T175323_ADS_000000_1092.DEM.tar,S81,E030
1571,DEM1_SAR_DGE_90_20130609T082308_20140801T004041_ADS_000000_7037.DEM.tar,S70,W068
1572,DEM1_SAR_DGE_90_20130602T005548_20140908T004016_ADS_000000_4927.DEM.tar,S70,E047
1573,DEM1_SAR_DGE_90_20130429T104751_20140718T171500_ADS_000000_8546.DEM.tar,S79,E124
1574,DEM1_SAR_DGE_90_20110404T181455_20140127T181253_ADS_000000_7794.DEM.tar,N26,W005
1575,DEM1_SAR_DGE_90_20110121T154158_20130523T153436_ADS_000000_5553.DEM.tar,N46,E033
1576,DEM1_SAR_DGE_90_20110504T124727_20140227T002726_ADS_000000_1193.DEM.tar,N07,E080
1577,DEM1_SAR_DGE_90_20101216T113649_20140410T231129_ADS_000000_1485.DEM.tar,N02,E099
1578,DEM1_SAR_DGE_90_20130429T073809_20140612T084131_ADS_000000_7825.DEM.tar,S85,W172
1579,DEM1_SAR_DGE_90_20110226T131422_20130412T130800_ADS_000000_4924.DEM.tar,N48,E069
1580,DEM1_SAR_DGE_90_20130604T191903_20140711T191242_ADS_000000_1971.DEM.tar,S71,E128
1581,DEM1_SAR_DGE_90_20110105T171114_20131209T055009_ADS_000000_f788.DEM.tar,N57,E007
1582,DEM1_SAR_DGE_90_20110122T182319_20130112T181521_ADS_000000_9493.DEM.tar,N04,W002
1583,DEM1_SAR_DGE_90_20130614T193649_20140808T111906_ADS_000000_4867.DEM.tar,S68,E129
1584,DEM1_SAR_DGE_90_20110323T122229_20130529T121615_ADS_000000_3346.DEM.tar,N49,E081
1585,DEM1_SAR_DGE_90_20110322T093212_20131202T220737_ADS_000000_2916.DEM.tar,N50,E123
1586,DEM1_SAR_DGE_90_20110129T225159_20130730T225422_ADS_000000_4686.DEM.tar,N50,W076
1587,DEM1_SAR_DGE_90_20110308T164625_20140808T163909_ADS_000000_3535.DEM.tar,N65,E011
1588,DEM1_SAR_DGE_90_20101223T130145_20120728T130323_ADS_000000_7472.DEM.tar,N59,E069
1589,DEM1_SAR_DGE_90_20130606T232951_20140626T233312_ADS_000000_2183.DEM.tar,S75,E053
1590,DEM1_SAR_DGE_90_20110114T190737_20140119T185417_ADS_000000_1491.DEM.tar,N18,W015
1591,DEM1_SAR_DGE_90_20130602T212820_20140816T213303_ADS_000000_3279.DEM.tar,S77,E075
1592,DEM1_SAR_DGE_90_20110518T150715_20140223T150802_ADS_000000_4381.DEM.tar,N14,E044
1593,DEM1_SAR_DGE_90_20110228T234344_20121025T234516_ADS_000000_3032.DEM.tar,N45,W089
1594,DEM1_SAR_DGE_90_20110612T142227_20121121T142331_ADS_000000_9692.DEM.tar,N41,E052
1595,DEM1_SAR_DGE_90_20110325T101311_20130331T101458_ADS_000000_6505.DEM.tar,N48,E113
1596,DEM1_SAR_DGE_90_20101217T100501_20140305T000008_ADS_000000_4831.DEM.tar,N76,E104
1597,DEM1_SAR_DGE_90_20110809T180633_20130129T180645_ADS_000000_0825.DEM.tar,N05,E001
1598,DEM1_SAR_DGE_90_20110624T232732_20121031T232748_ADS_000000_9425.DEM.tar,N13,W081
1599,DEM1_SAR_DGE_90_20101224T155413_20140805T155724_ADS_000000_6v44.DEM.tar,N69,E022
1600,DEM1_SAR_DGE_90_20110118T175752_20130331T175956_ADS_000000_8681.DEM.tar,N09,E003
1601,DEM1_SAR_DGE_90_20110123T030404_20140107T155158_ADS_000000_8004.DEM.tar,S15,E037
1602,DEM1_SAR_DGE_90_20110501T164823_20141103T044329_ADS_000000_8359.DEM.tar,N18,E018
1603,DEM1_SAR_DGE_90_20101229T094907_20121104T095807_ADS_000000_1326.DEM.tar,N81,E096
1604,DEM1_SAR_DGE_90_20110105T153645_20120703T153136_ADS_000000_7127.DEM.tar,N64,E028
1605,DEM1_SAR_DGE_90_20110111T214903_20140110T105041_ADS_000000_3719.DEM.tar,N64,W063
1606,DEM1_SAR_DGE_90_20110207T233212_20120703T232634_ADS_000000_3431.DEM.tar,N63,W089
1607,DEM1_SAR_DGE_90_20110129T114350_20140910T114559_ADS_000000_7057.DEM.tar,N30,E094
1608,DEM1_SAR_DGE_90_20110126T234343_20121020T233840_ADS_000000_3649.DEM.tar,N51,W090
1609,DEM1_SAR_DGE_90_20101214T153835_20130425T154848_ADS_000000_7033.DEM.tar,N69,E025
1610,DEM1_SAR_DGE_90_20101228T210857_20140113T113012_ADS_000000_2715.DEM.tar,N77,W066
1611,DEM1_SAR_DGE_90_20110109T185812_20141004T185919_ADS_000000_8421.DEM.tar,N06,W012
1612,DEM1_SAR_DGE_90_20110317T105229_20140913T105505_ADS_000000_1449.DEM.tar,N30,E107
1613,DEM1_SAR_DGE_90_20110102T083432_20140104T220249_ADS_000000_6495.DEM.tar,N69,E130
1614,DEM1_SAR_DGE_90_20110204T224713_20121228T224752_ADS_000000_2856.DEM.tar,N58,W078
1615,DEM1_SAR_DGE_90_20130610T001246_20140904T235818_ADS_000000_6363.DEM.tar,S72,E052
1616,DEM1_SAR_DGE_90_20130506T102242_20140607T100746_ADS_000000_1912.DEM.tar,S80,E135
1617,DEM1_SAR_DGE_90_20110504T085156_20121024T085819_ADS_000000_7071.DEM.tar,S34,W054
1618,DEM1_SAR_DGE_90_20110126T172033_20140205T171355_ADS_000000_7956.DEM.tar,N30,E010
1619,DEM1_SAR_DGE_90_20110208T181858_20140206T062223_ADS_000000_0419.DEM.tar,N33,W005
1620,DEM1_SAR_DGE_90_20130616T234704_20140728T235021_ADS_000000_9559.DEM.tar,S71,E061
1621,DEM1_SAR_DGE_90_20101221T093628_20140818T094700_ADS_000000_4104.DEM.tar,S53,W072
1622,DEM1_SAR_DGE_90_20130503T031930_20140705T002756_ADS_000000_4395.DEM.tar,S87,W066
1623,DEM1_SAR_DGE_90_20110509T094635_20140123T213354_ADS_000000_3229.DEM.tar,N11,E125
1624,DEM1_SAR_DGE_90_20130510T232624_20140604T220120_ADS_000000_7402.DEM.tar,S88,W016
1625,DEM1_SAR_DGE_90_20110110T220530_20141124T215930_ADS_000000_9707.DEM.tar,N69,W072
1626,DEM1_SAR_DGE_90_20110727T171057_20140310T050713_ADS_000000_1149.DEM.tar,N24,E012
1627,DEM1_SAR_DGE_90_20110120T032405_20140906T033520_ADS_000000_9779.DEM.tar,N66,W150
1628,DEM1_SAR_DGE_90_20101212T040432_20141009T040504_ADS_000000_2665.DEM.tar,N00,E024
1629,DEM1_SAR_DGE_90_20130604T161119_20140713T091717_ADS_000000_8315.DEM.tar,S73,E170
1630,DEM1_SAR_DGE_90_20110527T220924_20140213T103721_ADS_000000_8236.DEM.tar,N48,W066
1631,DEM1_SAR_DGE_90_20111013T231203_20130911T110207_ADS_000000_7433.DEM.tar,N19,W078
1632,DEM1_SAR_DGE_90_20110209T092250_20121222T092607_ADS_000000_5503.DEM.tar,S40,W063
1633,DEM1_SAR_DGE_90_20110309T175412_20140214T174749_ADS_000000_1474.DEM.tar,N29,E001
1634,DEM1_SAR_DGE_90_20110323T122229_20121117T122535_ADS_000000_8188.DEM.tar,N52,E081
1635,DEM1_SAR_DGE_90_20110315T213627_20140312T100955_ADS_000000_8291.DEM.tar,S05,E121
1636,DEM1_SAR_DGE_90_20110202T094042_20130712T094414_ADS_000000_8127.DEM.tar,S09,W061
1637,DEM1_SAR_DGE_90_20130510T135718_20140523T111413_ADS_000000_3802.DEM.tar,S88,E104
1638,DEM1_SAR_DGE_90_20101225T192428_20121214T193610_ADS_000000_6443.DEM.tar,S30,E148
1639,DEM1_SAR_DGE_90_20101212T130543_20140211T031100_ADS_000000_3857.DEM.tar,N76,E059
1640,DEM1_SAR_DGE_90_20101230T123554_20130409T122828_ADS_000000_6824.DEM.tar,N61,E074
1641,DEM1_SAR_DGE_90_20110131T000604_20121218T235955_ADS_000000_1137.DEM.tar,N33,W092
1642,DEM1_SAR_DGE_90_20110107T101742_20130616T101911_ADS_000000_8086.DEM.tar,N61,E109
1643,DEM1_SAR_DGE_90_20110124T145014_20140201T030036_ADS_000000_6097.DEM.tar,N47,E046
1644,DEM1_SAR_DGE_90_20110202T103903_20140214T225822_ADS_000000_4281.DEM.tar,N49,E107
1645,DEM1_SAR_DGE_90_20110116T183203_20130712T182437_ADS_000000_7313.DEM.tar,N08,W005
1646,DEM1_SAR_DGE_90_20101213T021546_20140206T150904_ADS_000000_2180.DEM.tar,S16,E048
1647,DEM1_SAR_DGE_90_20110201T184337_20131109T064100_ADS_000000_6265.DEM.tar,N29,W011
1648,DEM1_SAR_DGE_90_20110215T175217_20131215T055029_ADS_000000_0762.DEM.tar,N24,E003
1649,DEM1_SAR_DGE_90_20130601T090915_20140815T025656_ADS_000000_8411.DEM.tar,S75,W093
1650,DEM1_SAR_DGE_90_20110209T180237_20140128T175552_ADS_000000_4851.DEM.tar,N28,W001
1651,DEM1_SAR_DGE_90_20130430T134019_20140610T140032_ADS_000000_2490.DEM.tar,S84,E095
1652,DEM1_SAR_DGE_90_20110111T121825_20120902T121133_ADS_000000_6912.DEM.tar,N62,E078
1653,DEM1_SAR_DGE_90_20110531T200437_20121007T200455_ADS_000000_8464.DEM.tar,S12,E144
1654,DEM1_SAR_DGE_90_20130429T073809_20140804T104728_ADS_000000_1796.DEM.tar,S86,W144
1655,DEM1_SAR_DGE_90_20130522T195935_20140523T204319_ADS_000000_6803.DEM.tar,S90,W035
1656,DEM1_SAR_DGE_90_20110102T083432_20140217T220057_ADS_000000_6347.DEM.tar,N70,E133
1657,DEM1_SAR_DGE_90_20101217T224141_20140127T121413_ADS_000000_4599.DEM.tar,N72,W083
1658,DEM1_SAR_DGE_90_20110505T221149_20120820T221410_ADS_000000_1406.DEM.tar,N59,W069
1659,DEM1_SAR_DGE_90_20110115T184907_20130408T185154_ADS_000000_6709.DEM.tar,N10,W010
1660,DEM1_SAR_DGE_90_20130606T012227_20140804T011504_ADS_000000_3383.DEM.tar,S73,E033
1661,DEM1_SAR_DGE_90_20130430T230925_20140623T004551_ADS_000000_2040.DEM.tar,S87,W015
1662,DEM1_SAR_DGE_90_20110105T215756_20140402T105821_ADS_000000_8147.DEM.tar,N67,W068
1663,DEM1_SAR_DGE_90_20110109T111442_20140810T111527_ADS_000000_8001.DEM.tar,N47,E099
1664,DEM1_SAR_DGE_90_20110207T170647_20140311T165919_ADS_000000_8357.DEM.tar,N41,E012
1665,DEM1_SAR_DGE_90_20130429T104751_20140610T105050_ADS_000000_4692.DEM.tar,S81,E130
1666,DEM1_SAR_DGE_90_20110331T113924_20140905T114018_ADS_000000_2466.DEM.tar,N44,E093
1667,DEM1_SAR_DGE_90_20101229T094618_20130526T100412_ADS_000000_4267.DEM.tar,N71,E111
1668,DEM1_SAR_DGE_90_20110323T091457_20140127T214823_ADS_000000_8897.DEM.tar,N53,E127
1669,DEM1_SAR_DGE_90_20101224T124120_20121031T123445_ADS_000000_7064.DEM.tar,N53,E076
1670,DEM1_SAR_DGE_90_20110124T100735_20140303T224752_ADS_000000_9054.DEM.tar,N59,E113
1671,DEM1_SAR_DGE_90_20101214T103627_20140414T220304_ADS_000000_1255.DEM.tar,S01,E115
1672,DEM1_SAR_DGE_90_20110322T013055_20140816T013207_ADS_000000_2971.DEM.tar,N25,W112
1673,DEM1_SAR_DGE_90_20110424T211413_20121014T211852_ADS_000000_7939.DEM.tar,S22,E124
1674,DEM1_SAR_DGE_90_20110221T100128_20121109T100152_ADS_000000_8513.DEM.tar,N63,E112
1675,DEM1_SAR_DGE_90_20130502T144041_20140613T144241_ADS_000000_6994.DEM.tar,S85,E093
1676,DEM1_SAR_DGE_90_20130430T134019_20140612T132439_ADS_000000_9594.DEM.tar,S83,E099
1677,DEM1_SAR_DGE_90_20130430T213434_20140622T231225_ADS_000000_3779.DEM.tar,S87,E011
1678,DEM1_SAR_DGE_90_20110215T224321_20131204T224516_ADS_000000_6241.DEM.tar,N48,W073
1679,DEM1_SAR_DGE_90_20101218T001557_20130402T001819_ADS_000000_9343.DEM.tar,N67,W103
1680,DEM1_SAR_DGE_90_20110522T233438_20121122T233634_ADS_000000_0916.DEM.tar,N46,W087
1681,DEM1_SAR_DGE_90_20110104T124417_20120713T123918_ADS_000000_7098.DEM.tar,N63,E073
1682,DEM1_SAR_DGE_90_20110207T153428_20130329T153701_ADS_000000_6419.DEM.tar,N52,E032
1683,DEM1_SAR_DGE_90_20101214T202553_20140222T123729_ADS_000000_6547.DEM.tar,N82,W070
1684,DEM1_SAR_DGE_90_20130522T120520_20140523T124904_ADS_000000_2111.DEM.tar,S90,E085
1685,DEM1_SAR_DGE_90_20101214T202553_20140203T114609_ADS_000000_8735.DEM.tar,N80,W061
1686,DEM1_SAR_DGE_90_20130510T042812_20140523T235301_ADS_000000_5479.DEM.tar,S89,W082
1687,DEM1_SAR_DGE_90_20110207T104421_20140908T104555_ADS_000000_9413.DEM.tar,N33,E109
1688,DEM1_SAR_DGE_90_20101214T202308_20130501T202503_ADS_000000_9093.DEM.tar,N69,W045
1689,DEM1_SAR_DGE_90_20110328T184353_20140327T183806_ADS_000000_6821.DEM.tar,N19,W010
1690,DEM1_SAR_DGE_90_20110515T235735_20130407T235932_ADS_000000_1557.DEM.tar,N34,W091
1691,DEM1_SAR_DGE_90_20130430T213434_20140622T213607_ADS_000000_6261.DEM.tar,S84,W014
1692,DEM1_SAR_DGE_90_20121218T001242_20121218T001249_ADS_000000_3049.DEM.tar,N20,W092
1693,DEM1_SAR_DGE_90_20101220T045615_20140129T173001_ADS_000000_2135.DEM.tar,S04,E010
1694,DEM1_SAR_DGE_90_20110516T141206_20140508T022017_ADS_000000_6552.DEM.tar,N36,E055
1695,DEM1_SAR_DGE_90_20110128T133508_20140328T013001_ADS_000000_6235.DEM.tar,N31,E066
1696,DEM1_SAR_DGE_90_20110120T155144_20140102T035001_ADS_000000_0501.DEM.tar,N22,E033
1697,DEM1_SAR_DGE_90_20130503T093859_20140822T181409_ADS_000000_5384.DEM.tar,S81,E149
1698,DEM1_SAR_DGE_90_20130603T211120_20140908T211358_ADS_000000_7947.DEM.tar,S72,E096
1699,DEM1_SAR_DGE_90_20101212T040432_20121120T041804_ADS_000000_4008.DEM.tar,S14,E021
1700,DEM1_SAR_DGE_90_20110211T014642_20140912T014810_ADS_000000_6269.DEM.tar,N50,W120
1701,DEM1_SAR_DGE_90_20130611T110143_20140722T050620_ADS_000000_9347.DEM.tar,S75,W119
1702,DEM1_SAR_DGE_90_20110112T231047_20140110T135614_ADS_000000_4163.DEM.tar,N79,W100
1703,DEM1_SAR_DGE_90_20110128T103025_20130713T102257_ADS_000000_5560.DEM.tar,N43,E111
1704,DEM1_SAR_DGE_90_20110529T155542_20110529T155602_ADS_000000_4843.DEM.tar,S16,W155
1705,DEM1_SAR_DGE_90_20110219T010505_20120902T010541_ADS_000000_7291.DEM.tar,N56,W112
1706,DEM1_SAR_DGE_90_20130430T054604_20140822T150401_ADS_000000_9184.DEM.tar,S80,W158
1707,DEM1_SAR_DGE_90_20130522T085538_20140523T093922_ADS_000000_3995.DEM.tar,S90,E136
1708,DEM1_SAR_DGE_90_20130610T001246_20140909T002455_ADS_000000_1435.DEM.tar,S76,E036
1709,DEM1_SAR_DGE_90_20201112T001016_20201112T001116_ADS_000000_2620.DEM.tar,N44,E049
1710,DEM1_SAR_DGE_90_20110523T174548_20140903T174700_ADS_000000_6147.DEM.tar,S41,E172
1711,DEM1_SAR_DGE_90_20110712T005958_20140909T010044_ADS_000000_0908.DEM.tar,N36,W107
1712,DEM1_SAR_DGE_90_20101215T010741_20121123T011853_ADS_000000_7451.DEM.tar,N74,W122
1713,DEM1_SAR_DGE_90_20110223T203005_20140121T091634_ADS_000000_5957.DEM.tar,N59,W044
1714,DEM1_SAR_DGE_90_20110214T005457_20130730T004758_ADS_000000_3044.DEM.tar,N52,W107
1715,DEM1_SAR_DGE_90_20130510T042812_20140602T113028_ADS_000000_1864.DEM.tar,S88,W124
1716,DEM1_SAR_DGE_90_20130604T191903_20140818T192223_ADS_000000_6551.DEM.tar,S73,E121
1717,DEM1_SAR_DGE_90_20110508T181118_20120812T181153_ADS_000000_3952.DEM.tar,N57,W009
1718,DEM1_SAR_DGE_90_20110113T021451_20140916T021659_ADS_000000_2900.DEM.tar,N60,W130
1719,DEM1_SAR_DGE_90_20110428T143638_20140219T023915_ADS_000000_3240.DEM.tar,N29,E050
1720,DEM1_SAR_DGE_90_20110413T092756_20140907T092903_ADS_000000_6074.DEM.tar,N34,E127
1721,DEM1_SAR_DGE_90_20130522T134012_20140523T124904_ADS_000000_1779.DEM.tar,S90,E076
1722,DEM1_SAR_DGE_90_20101217T100218_20130402T094715_ADS_000000_7839.DEM.tar,N73,E108
1723,DEM1_SAR_DGE_90_20110427T145025_20140128T144517_ADS_000000_6582.DEM.tar,N23,E047
1724,DEM1_SAR_DGE_90_20110327T173308_20130522T172643_ADS_000000_2584.DEM.tar,N48,E004
1725,DEM1_SAR_DGE_90_20110107T212610_20140113T113012_ADS_000000_7459.DEM.tar,N76,W068
1726,DEM1_SAR_DGE_90_20130502T113059_20140612T115113_ADS_000000_3966.DEM.tar,S84,E134
1727,DEM1_SAR_DGE_90_20110101T224923_20131231T224259_ADS_000000_8924.DEM.tar,N06,W069
1728,DEM1_SAR_DGE_90_20130604T222857_20140819T221443_ADS_000000_4967.DEM.tar,S73,E077
1729,DEM1_SAR_DGE_90_20110210T002318_20130412T002406_ADS_000000_3064.DEM.tar,N30,W095
1730,DEM1_SAR_DGE_90_20110211T172141_20141021T171648_ADS_000000_9005.DEM.tar,N09,E012
1731,DEM1_SAR_DGE_90_20110518T102633_20140909T103009_ADS_000000_5672.DEM.tar,N34,E112
1732,DEM1_SAR_DGE_90_20130606T201953_20140701T203139_ADS_000000_3767.DEM.tar,S75,E097
1733,DEM1_SAR_DGE_90_20101231T090734_20140105T214753_ADS_000000_4699.DEM.tar,N56,E128
1734,DEM1_SAR_DGE_90_20110422T020852_20140831T020311_ADS_000000_4292.DEM.tar,N45,W124
1735,DEM1_SAR_DGE_90_20130430T165001_20140601T163546_ADS_000000_8415.DEM.tar,S80,E038
1736,DEM1_SAR_DGE_90_20110130T020534_20140911T020741_ADS_000000_8657.DEM.tar,N61,W127
1737,DEM1_SAR_DGE_90_20110404T093711_20121221T094052_ADS_000000_8019.DEM.tar,S24,W062
1738,DEM1_SAR_DGE_90_20101215T103647_20120612T103049_ADS_000000_5045.DEM.tar,N68,E100
1739,DEM1_SAR_DGE_90_20110228T093347_20140406T093456_ADS_000000_0909.DEM.tar,N58,E121
1740,DEM1_SAR_DGE_90_20110919T092754_20121110T092804_ADS_000000_8533.DEM.tar,N01,E131
1741,DEM1_SAR_DGE_90_20110504T045234_20130327T045251_ADS_000000_6937.DEM.tar,N03,W160
1742,DEM1_SAR_DGE_90_20110103T124950_20130115T124349_ADS_000000_1859.DEM.tar,N22,E079
1743,DEM1_SAR_DGE_90_20101224T194051_20121121T195324_ADS_000000_1879.DEM.tar,S32,E144
1744,DEM1_SAR_DGE_90_20110109T040045_20121024T041308_ADS_000000_2303.DEM.tar,S26,E021
1745,DEM1_SAR_DGE_90_20101222T070135_20130417T070247_ADS_000000_5851.DEM.tar,N71,E155
