CPP filename,Lat,Long
DEM1_SAR_DGE_90_20130430T182451_20140609T190120_ADS_000000_9824.DEM.tar,S84,E021
DEM1_SAR_DGE_90_20101229T154957_20140108T154354_ADS_000000_9574.DEM.tar,N16,E034
DEM1_SAR_DGE_90_20110211T080820_20140130T205459_ADS_000000_9518.DEM.tar,N60,E143
DEM1_SAR_DGE_90_20110328T220057_20121020T220139_ADS_000000_0049.DEM.tar,N46,W063
DEM1_SAR_DGE_90_20130605T093454_20140815T025656_ADS_000000_9015.DEM.tar,S74,W094
DEM1_SAR_DGE_90_20110210T174237_20140405T173549_ADS_000000_8569.DEM.tar,N16,E006
DEM1_SAR_DGE_90_20130429T122242_20140530T122440_ADS_000000_0026.DEM.tar,S83,E111
DEM1_SAR_DGE_90_20110421T004552_20140108T130716_ADS_000000_0615.DEM.tar,N39,W105
DEM1_SAR_DGE_90_20130522T134012_20140522T144109_ADS_000000_1275.DEM.tar,S90,E062
DEM1_SAR_DGE_90_20101231T232332_20120709T231659_ADS_000000_5959.DEM.tar,N65,W087
DEM1_SAR_DGE_90_20110122T231944_20130421T231134_ADS_000000_4903.DEM.tar,N50,W082
DEM1_SAR_DGE_90_20140628T084023_20140718T234151_ADS_000000_6703.DEM.tar,S63,W064
DEM1_SAR_DGE_90_20110315T160923_20140129T160210_ADS_000000_0321.DEM.tar,N22,E028
DEM1_SAR_DGE_90_20110123T115746_20140824T115941_ADS_000000_5603.DEM.tar,N48,E088
DEM1_SAR_DGE_90_20101212T175129_20140327T092805_ADS_000000_2047.DEM.tar,N81,W025
DEM1_SAR_DGE_90_20110311T154113_20140805T154235_ADS_000000_1111.DEM.tar,N14,E036
DEM1_SAR_DGE_90_20101219T093015_20140412T093137_ADS_000000_5047.DEM.tar,N76,E110
DEM1_SAR_DGE_90_20110126T172033_20140401T171359_ADS_000000_0517.DEM.tar,N32,E009
DEM1_SAR_DGE_90_20110417T175032_20131129T175154_ADS_000000_6713.DEM.tar,N45,E000
DEM1_SAR_DGE_90_20101228T214152_20121114T215252_ADS_000000_2007.DEM.tar,S23,E116
DEM1_SAR_DGE_90_20110217T093534_20121208T093700_ADS_000000_0443.DEM.tar,N64,E119
DEM1_SAR_DGE_90_20110511T184035_20130105T184303_ADS_000000_9637.DEM.tar,N04,W008
DEM1_SAR_DGE_90_20110606T090241_20120830T090312_ADS_000000_3423.DEM.tar,S52,W062
DEM1_SAR_DGE_90_20110126T172440_20140827T172553_ADS_000000_9586.DEM.tar,N44,E007
DEM1_SAR_DGE_90_20110627T095751_20140409T214942_ADS_000000_5579.DEM.tar,N16,E122
DEM1_SAR_DGE_90_20110125T112814_20130731T113805_ADS_000000_9375.DEM.tar,N64,E090
DEM1_SAR_DGE_90_20110122T104204_20130712T104339_ADS_000000_1907.DEM.tar,N57,E104
DEM1_SAR_DGE_90_20130429T042828_20140623T035533_ADS_000000_9974.DEM.tar,S86,W103
DEM1_SAR_DGE_90_20110206T185251_20140125T184552_ADS_000000_7873.DEM.tar,N21,W012
DEM1_SAR_DGE_90_20101222T130511_20140410T125720_ADS_000000_5585.DEM.tar,N08,E077
DEM1_SAR_DGE_90_20130429T073809_20140804T104728_ADS_000000_1751.DEM.tar,S86,W143
DEM1_SAR_DGE_90_20110128T041519_20140823T042450_ADS_000000_6209.DEM.tar,N59,W160
DEM1_SAR_DGE_90_20110217T123715_20140907T123849_ADS_000000_3967.DEM.tar,N37,E079
DEM1_SAR_DGE_90_20110128T133508_20140915T133027_ADS_000000_0693.DEM.tar,N34,E066
DEM1_SAR_DGE_90_20110108T160711_20140118T160058_ADS_000000_9431.DEM.tar,N16,E030
DEM1_SAR_DGE_90_20130602T212820_20140817T211445_ADS_000000_3859.DEM.tar,S74,E088
DEM1_SAR_DGE_90_20110103T173513_20140130T051730_ADS_000000_3326.DEM.tar,N19,E008
DEM1_SAR_DGE_90_20130429T042828_20140610T043126_ADS_000000_1422.DEM.tar,S81,W137
DEM1_SAR_DGE_90_20101213T153816_20141023T031150_ADS_000000_2121.DEM.tar,N05,E039
DEM1_SAR_DGE_90_20101216T225831_20121114T225134_ADS_000000_7331.DEM.tar,N66,W082
DEM1_SAR_DGE_90_20101230T154537_20130425T154848_ADS_000000_2367.DEM.tar,N68,E024
DEM1_SAR_DGE_90_20130505T152430_20140725T213321_ADS_000000_6138.DEM.tar,S79,E058
DEM1_SAR_DGE_90_20130510T232624_20140705T002756_ADS_000000_8670.DEM.tar,S88,W045
DEM1_SAR_DGE_90_20110822T085452_20121024T085803_ADS_000000_7031.DEM.tar,S34,W053
DEM1_SAR_DGE_90_20110110T100255_20140417T101243_ADS_000000_0387.DEM.tar,S22,W070
DEM1_SAR_DGE_90_20110105T123135_20141104T023527_ADS_000000_4147.DEM.tar,N76,E067
DEM1_SAR_DGE_90_20110114T064257_20140203T194526_ADS_000000_3223.DEM.tar,N65,E162
DEM1_SAR_DGE_90_20101228T210857_20140103T111254_ADS_000000_7243.DEM.tar,N76,W062
DEM1_SAR_DGE_90_20130505T214354_20140823T065303_ADS_000000_4828.DEM.tar,S80,W037
DEM1_SAR_DGE_90_20130502T223456_20140813T063608_ADS_000000_3810.DEM.tar,S83,W036
DEM1_SAR_DGE_90_20130503T000948_20140821T072829_ADS_000000_8111.DEM.tar,S84,W060
DEM1_SAR_DGE_90_20110712T005958_20140118T132202_ADS_000000_3748.DEM.tar,N45,W109
DEM1_SAR_DGE_90_20101222T225025_20121114T225134_ADS_000000_9619.DEM.tar,N68,W082
DEM1_SAR_DGE_90_20110623T173316_20130516T173444_ADS_000000_4545.DEM.tar,N47,E003
DEM1_SAR_DGE_90_20110124T100735_20131204T100851_ADS_000000_5704.DEM.tar,N55,E114
DEM1_SAR_DGE_90_20110120T235327_20130801T235356_ADS_000000_1170.DEM.tar,N47,W091
DEM1_SAR_DGE_90_20110129T145744_20130531T145058_ADS_000000_8262.DEM.tar,N45,E044
DEM1_SAR_DGE_90_20110707T225510_20121216T225545_ADS_000000_8197.DEM.tar,N21,W074
DEM1_SAR_DGE_90_20110616T180409_20140415T180431_ADS_000000_0622.DEM.tar,N62,W008
DEM1_SAR_DGE_90_20101222T201435_20121006T202716_ADS_000000_3867.DEM.tar,S26,E137
DEM1_SAR_DGE_90_20101215T200545_20130416T195911_ADS_000000_8879.DEM.tar,N69,W039
DEM1_SAR_DGE_90_20110217T123715_20141005T123003_ADS_000000_7452.DEM.tar,N36,E080
DEM1_SAR_DGE_90_20110118T175752_20130331T175956_ADS_000000_3821.DEM.tar,N08,E004
DEM1_SAR_DGE_90_20130429T042828_20140610T043126_ADS_000000_7230.DEM.tar,S83,W131
DEM1_SAR_DGE_90_20110307T232110_20130404T232137_ADS_000000_8155.DEM.tar,N55,W085
DEM1_SAR_DGE_90_20130614T193649_20140807T192223_ADS_000000_4795.DEM.tar,S74,E114
DEM1_SAR_DGE_90_20110120T063339_20140118T193635_ADS_000000_3295.DEM.tar,N65,E164
DEM1_SAR_DGE_90_20101215T010741_20121123T011853_ADS_000000_9196.DEM.tar,N71,W119
DEM1_SAR_DGE_90_20110508T162528_20140106T162112_ADS_000000_1559.DEM.tar,N24,E023
DEM1_SAR_DGE_90_20130605T221155_20140910T221334_ADS_000000_3943.DEM.tar,S70,E085
DEM1_SAR_DGE_90_20130430T151510_20140826T171018_ADS_000000_2505.DEM.tar,S86,E107
DEM1_SAR_DGE_90_20101230T092613_20130706T091851_ADS_000000_8426.DEM.tar,N62,E120
DEM1_SAR_DGE_90_20101217T113708_20130417T114741_ADS_000000_3331.DEM.tar,N71,E085
DEM1_SAR_DGE_90_20101215T093210_20130106T094503_ADS_000000_9912.DEM.tar,S15,W061
DEM1_SAR_DGE_90_20110116T183203_20130409T183434_ADS_000000_4961.DEM.tar,N12,W006
DEM1_SAR_DGE_90_20101218T084045_20130424T084340_ADS_000000_5978.DEM.tar,S02,W046
DEM1_SAR_DGE_90_20110311T234023_20140310T233403_ADS_000000_6811.DEM.tar,N37,W086
DEM1_SAR_DGE_90_20101224T194051_20121121T195324_ADS_000000_1879.DEM.tar,S32,E144
DEM1_SAR_DGE_90_20110114T190737_20140503T190237_ADS_000000_7036.DEM.tar,N19,W016
DEM1_SAR_DGE_90_20110126T141005_20140304T020511_ADS_000000_3491.DEM.tar,N29,E057
DEM1_SAR_DGE_90_20101229T035551_20121207T040828_ADS_000000_4116.DEM.tar,S14,E024
DEM1_SAR_DGE_90_20110131T155302_20140405T035701_ADS_000000_2592.DEM.tar,N29,E032
DEM1_SAR_DGE_90_20130603T114434_20140722T050620_ADS_000000_0167.DEM.tar,S74,W126
DEM1_SAR_DGE_90_20130602T181916_20140902T181415_ADS_000000_5007.DEM.tar,S77,E123
DEM1_SAR_DGE_90_20110317T012240_20140811T012524_ADS_000000_1737.DEM.tar,N34,W111
DEM1_SAR_DGE_90_20110327T173308_20130522T172643_ADS_000000_7121.DEM.tar,N49,E003
DEM1_SAR_DGE_90_20101224T000624_20130705T000809_ADS_000000_2095.DEM.tar,N62,W097
DEM1_SAR_DGE_90_20101227T163724_20140117T053936_ADS_000000_6651.DEM.tar,N64,E015
DEM1_SAR_DGE_90_20110420T183153_20121215T183239_ADS_000000_5892.DEM.tar,N38,W010
DEM1_SAR_DGE_90_20110212T220229_20130414T220345_ADS_000000_0501.DEM.tar,N53,W065
DEM1_SAR_DGE_90_20110318T231259_20140228T231344_ADS_000000_2923.DEM.tar,N24,W078
DEM1_SAR_DGE_90_20130429T122242_20140612T132439_ADS_000000_9876.DEM.tar,S87,E152
DEM1_SAR_DGE_90_20130501T194229_20140609T190120_ADS_000000_9542.DEM.tar,S84,E014
DEM1_SAR_DGE_90_20101216T115423_20140313T114759_ADS_000000_0601.DEM.tar,N72,E079
DEM1_SAR_DGE_90_20130510T042812_20140522T223525_ADS_000000_8519.DEM.tar,S89,W069
DEM1_SAR_DGE_90_20101223T155834_20130710T155051_ADS_000000_3089.DEM.tar,N12,E033
DEM1_SAR_DGE_90_20130522T120520_20140523T124904_ADS_000000_1995.DEM.tar,S90,E082
DEM1_SAR_DGE_90_20110112T092825_20130530T093112_ADS_000000_4946.DEM.tar,S26,W061
DEM1_SAR_DGE_90_20110210T002905_20121201T003014_ADS_000000_5589.DEM.tar,N50,W101
DEM1_SAR_DGE_90_20101214T202553_20130404T201938_ADS_000000_2615.DEM.tar,N79,W057
DEM1_SAR_DGE_90_20110217T034909_20120911T035442_ADS_000000_8443.DEM.tar,S20,E025
DEM1_SAR_DGE_90_20110226T131422_20130412T130800_ADS_000000_4924.DEM.tar,N48,E069
DEM1_SAR_DGE_90_20101218T035553_20121207T040828_ADS_000000_0840.DEM.tar,S13,E024
DEM1_SAR_DGE_90_20130501T035359_20140623T035533_ADS_000000_6762.DEM.tar,S83,W118
DEM1_SAR_DGE_90_20130430T085546_20140824T173946_ADS_000000_5636.DEM.tar,S81,E156
DEM1_SAR_DGE_90_20111013T231203_20130911T110207_ADS_000000_7433.DEM.tar,N19,W078
DEM1_SAR_DGE_90_20110213T165903_20140909T165150_ADS_000000_4708.DEM.tar,N47,E013
DEM1_SAR_DGE_90_20130617T201955_20140723T202930_ADS_000000_4879.DEM.tar,S70,E111
DEM1_SAR_DGE_90_20110317T105825_20140805T110803_ADS_000000_0305.DEM.tar,N51,E101
DEM1_SAR_DGE_90_20110131T084412_20140304T215143_ADS_000000_4551.DEM.tar,S26,W050
DEM1_SAR_DGE_90_20101212T223446_20140325T131311_ADS_000000_8655.DEM.tar,N78,W089
DEM1_SAR_DGE_90_20130603T224648_20140722T222500_ADS_000000_2559.DEM.tar,S77,E055
DEM1_SAR_DGE_90_20110130T161011_20140118T160359_ADS_000000_8570.DEM.tar,N30,E027
DEM1_SAR_DGE_90_20110103T095235_20130413T094603_ADS_000000_1495.DEM.tar,N65,E114
DEM1_SAR_DGE_90_20110121T030644_20140811T030948_ADS_000000_2341.DEM.tar,N69,W145
DEM1_SAR_DGE_90_20110117T072510_20140111T200315_ADS_000000_0537.DEM.tar,N59,E154
DEM1_SAR_DGE_90_20101216T071213_20120624T070402_ADS_000000_4283.DEM.tar,N74,E147
DEM1_SAR_DGE_90_20110318T214422_20130803T214514_ADS_000000_8128.DEM.tar,N48,W059
DEM1_SAR_DGE_90_20110303T145521_20140317T030304_ADS_000000_5967.DEM.tar,N39,E044
DEM1_SAR_DGE_90_20110103T085145_20130418T085214_ADS_000000_9256.DEM.tar,S12,W050
DEM1_SAR_DGE_90_20130430T165001_20140826T171018_ADS_000000_5307.DEM.tar,S85,E054
DEM1_SAR_DGE_90_20110113T130607_20140204T004403_ADS_000000_3773.DEM.tar,N12,E076
DEM1_SAR_DGE_90_20130501T004416_20140821T072829_ADS_000000_8145.DEM.tar,S84,W061
DEM1_SAR_DGE_90_20110101T093456_20130410T094451_ADS_000000_1548.DEM.tar,S48,W069
DEM1_SAR_DGE_90_20110303T225704_20130531T224904_ADS_000000_1737.DEM.tar,N62,W081
DEM1_SAR_DGE_90_20130605T190209_20140910T190506_ADS_000000_5119.DEM.tar,S74,E123
DEM1_SAR_DGE_90_20101216T181630_20140107T082911_ADS_000000_5802.DEM.tar,N76,W022
DEM1_SAR_DGE_90_20130502T020154_20140602T020351_ADS_000000_3071.DEM.tar,S82,W100
DEM1_SAR_DGE_90_20110123T133431_20121113T133858_ADS_000000_5161.DEM.tar,N54,E062
DEM1_SAR_DGE_90_20130607T024010_20140917T025057_ADS_000000_2589.DEM.tar,S73,E011
DEM1_SAR_DGE_90_20101223T182157_20130203T070550_ADS_000000_3152.DEM.tar,S16,E168
DEM1_SAR_DGE_90_20110124T112848_20140410T231025_ADS_000000_7053.DEM.tar,N06,E100
DEM1_SAR_DGE_90_20110124T095551_20140225T094837_ADS_000000_3877.DEM.tar,N12,E124
DEM1_SAR_DGE_90_20110114T033236_20140906T033520_ADS_000000_9815.DEM.tar,N66,W151
DEM1_SAR_DGE_90_20110310T015148_20140325T015242_ADS_000000_1123.DEM.tar,N39,W119
DEM1_SAR_DGE_90_20130522T085538_20140523T093922_ADS_000000_3922.DEM.tar,S90,E134
DEM1_SAR_DGE_90_20110220T132052_20140808T132238_ADS_000000_0235.DEM.tar,N38,E069
DEM1_SAR_DGE_90_20130430T134019_20140610T140032_ADS_000000_6306.DEM.tar,S82,E091
DEM1_SAR_DGE_90_20101220T080714_20130426T080910_ADS_000000_4015.DEM.tar,S06,W037
DEM1_SAR_DGE_90_20101231T090734_20120902T090202_ADS_000000_9593.DEM.tar,N59,E128
DEM1_SAR_DGE_90_20110105T033453_20130528T034735_ADS_000000_2771.DEM.tar,S21,E028
DEM1_SAR_DGE_90_20130603T162821_20140908T163142_ADS_000000_5979.DEM.tar,S77,E150
DEM1_SAR_DGE_90_20110116T135829_20121231T135959_ADS_000000_8719.DEM.tar,N51,E057
DEM1_SAR_DGE_90_20110126T110106_20140405T225623_ADS_000000_5218.DEM.tar,N29,E105
DEM1_SAR_DGE_90_20110416T092033_20121119T092529_ADS_000000_5467.DEM.tar,S40,W062
DEM1_SAR_DGE_90_20110706T151629_20131230T030818_ADS_000000_4396.DEM.tar,N17,E041
DEM1_SAR_DGE_90_20111112T174953_20140831T175024_ADS_000000_8430.DEM.tar,N41,E000
DEM1_SAR_DGE_90_20110426T093205_20130707T093806_ADS_000000_9580.DEM.tar,S12,W059
DEM1_SAR_DGE_90_20101216T181630_20140327T092805_ADS_000000_2299.DEM.tar,N81,W032
DEM1_SAR_DGE_90_20101217T100501_20140326T001716_ADS_000000_0555.DEM.tar,N77,E101
DEM1_SAR_DGE_90_20110213T214511_20121118T213743_ADS_000000_1355.DEM.tar,N52,W060
DEM1_SAR_DGE_90_20110206T185251_20131207T183717_ADS_000000_3695.DEM.tar,N22,W012
DEM1_SAR_DGE_90_20110429T150330_20120927T150349_ADS_000000_0560.DEM.tar,S15,W142
DEM1_SAR_DGE_90_20110224T231622_20140108T113233_ADS_000000_6483.DEM.tar,N40,W081
DEM1_SAR_DGE_90_20130601T090915_20140815T025656_ADS_000000_8411.DEM.tar,S75,W093
DEM1_SAR_DGE_90_20110309T224531_20130531T224716_ADS_000000_7903.DEM.tar,N55,W077
DEM1_SAR_DGE_90_20130510T122227_20140522T095635_ADS_000000_4436.DEM.tar,S88,E120
DEM1_SAR_DGE_90_20110315T222810_20121120T222844_ADS_000000_1707.DEM.tar,N18,W066
DEM1_SAR_DGE_90_20110728T182533_20140121T182018_ADS_000000_3515.DEM.tar,N22,W007
DEM1_SAR_DGE_90_20110112T023235_20140824T023453_ADS_000000_0565.DEM.tar,N67,W137
DEM1_SAR_DGE_90_20120310T235958_20130216T141520_ADS_000000_4295.DEM.tar,S54,E072
DEM1_SAR_DGE_90_20110512T182638_20140201T182020_ADS_000000_1163.DEM.tar,N18,W006
DEM1_SAR_DGE_90_20130512T021855_20140523T221810_ADS_000000_4435.DEM.tar,S89,W053
DEM1_SAR_DGE_90_20110130T161011_20140118T160359_ADS_000000_6218.DEM.tar,N28,E027
DEM1_SAR_DGE_90_20101228T210857_20121121T205404_ADS_000000_3011.DEM.tar,N79,W068
DEM1_SAR_DGE_90_20130505T231845_20140627T055342_ADS_000000_2794.DEM.tar,S79,W063
DEM1_SAR_DGE_90_20130504T154126_20140530T153422_ADS_000000_5262.DEM.tar,S82,E062
DEM1_SAR_DGE_90_20110202T231533_20140120T111536_ADS_000000_6863.DEM.tar,N34,W079
DEM1_SAR_DGE_90_20110328T062102_20120519T062116_ADS_000000_5623.DEM.tar,N76,E158
DEM1_SAR_DGE_90_20190911T083347_20190911T083348_ADS_000000_3980.DEM.tar,N47,W087
DEM1_SAR_DGE_90_20130429T122242_20140612T132439_ADS_000000_9665.DEM.tar,S87,E148
DEM1_SAR_DGE_90_20110129T084425_20140222T221031_ADS_000000_4915.DEM.tar,N71,E129
DEM1_SAR_DGE_90_20110109T040045_20130424T040337_ADS_000000_8847.DEM.tar,S25,E021
DEM1_SAR_DGE_90_20101216T005027_20130416T010058_ADS_000000_0665.DEM.tar,N70,W114
DEM1_SAR_DGE_90_20101228T144516_20120802T144753_ADS_000000_1939.DEM.tar,N67,E039
DEM1_SAR_DGE_90_20130522T120520_20140523T124904_ADS_000000_2075.DEM.tar,S90,E084
DEM1_SAR_DGE_90_20110630T183208_20140115T182930_ADS_000000_7765.DEM.tar,N21,W009
DEM1_SAR_DGE_90_20110509T082110_20140421T082202_ADS_000000_4122.DEM.tar,N44,E143
DEM1_SAR_DGE_90_20110111T090844_20130707T090135_ADS_000000_8678.DEM.tar,N62,E127
DEM1_SAR_DGE_90_20101224T155413_20130528T154649_ADS_000000_5371.DEM.tar,N63,E025
DEM1_SAR_DGE_90_20130505T024524_20140531T023821_ADS_000000_3146.DEM.tar,S82,W102
DEM1_SAR_DGE_90_20130429T104751_20140806T163154_ADS_000000_4697.DEM.tar,S86,E155
DEM1_SAR_DGE_90_20130602T005548_20140909T002455_ADS_000000_1219.DEM.tar,S76,E030
DEM1_SAR_DGE_90_20130429T104751_20140714T103236_ADS_000000_1070.DEM.tar,S83,E140
DEM1_SAR_DGE_90_20130605T221155_20140712T220622_ADS_000000_0387.DEM.tar,S71,E084
DEM1_SAR_DGE_90_20110425T135248_20140205T015620_ADS_000000_3636.DEM.tar,N29,E061
DEM1_SAR_DGE_90_20110108T200629_20121125T201810_ADS_000000_6997.DEM.tar,S27,E139
DEM1_SAR_DGE_90_20130502T095608_20140811T164024_ADS_000000_4966.DEM.tar,S84,E160
DEM1_SAR_DGE_90_20101228T113408_20130407T112737_ADS_000000_9865.DEM.tar,N58,E092
DEM1_SAR_DGE_90_20130505T024524_20140606T023045_ADS_000000_7456.DEM.tar,S80,W110
DEM1_SAR_DGE_90_20140430T064627_20140608T064043_ADS_000000_9616.DEM.tar,S80,W170
DEM1_SAR_DGE_90_20130502T223456_20140530T215346_ADS_000000_6937.DEM.tar,S84,W031
DEM1_SAR_DGE_90_20110614T010340_20141005T130209_ADS_000000_6847.DEM.tar,N24,W106
DEM1_SAR_DGE_90_20130603T021427_20140901T024246_ADS_000000_0527.DEM.tar,S75,E007
DEM1_SAR_DGE_90_20130606T201953_20140816T195755_ADS_000000_3631.DEM.tar,S76,E097
DEM1_SAR_DGE_90_20130601T090915_20140810T024823_ADS_000000_8835.DEM.tar,S74,W089
DEM1_SAR_DGE_90_20110127T192641_20140126T084404_ADS_000000_2289.DEM.tar,S35,E148
DEM1_SAR_DGE_90_20130502T095608_20140905T172316_ADS_000000_4930.DEM.tar,S84,E159
DEM1_SAR_DGE_90_20130602T005548_20140912T010506_ADS_000000_6454.DEM.tar,S69,E045
DEM1_SAR_DGE_90_20130503T000948_20140814T075408_ADS_000000_4602.DEM.tar,S83,W058
DEM1_SAR_DGE_90_20130430T165001_20140826T171018_ADS_000000_7153.DEM.tar,S87,E093
DEM1_SAR_DGE_90_20130510T153209_20140523T124904_ADS_000000_2743.DEM.tar,S88,E078
DEM1_SAR_DGE_90_20130506T212639_20140824T063541_ADS_000000_4684.DEM.tar,S80,W033
DEM1_SAR_DGE_90_20130430T213434_20140622T231225_ADS_000000_3922.DEM.tar,S87,E015
DEM1_SAR_DGE_90_20111018T170525_20121220T170534_ADS_000000_8850.DEM.tar,N35,E012
DEM1_SAR_DGE_90_20130503T045421_20140908T114648_ADS_000000_3423.DEM.tar,S78,W148
DEM1_SAR_DGE_90_20130506T053810_20140812T144648_ADS_000000_1962.DEM.tar,S81,W152
DEM1_SAR_DGE_90_20130603T224648_20140907T230718_ADS_000000_2487.DEM.tar,S77,E053
DEM1_SAR_DGE_90_20101225T222947_20140314T110928_ADS_000000_1323.DEM.tar,S08,E107
DEM1_SAR_DGE_90_20110103T124950_20130121T003259_ADS_000000_5227.DEM.tar,N17,E080
DEM1_SAR_DGE_90_20130511T165144_20140827T230828_ADS_000000_2943.DEM.tar,S78,E037
DEM1_SAR_DGE_90_20110301T184733_20140206T074852_ADS_000000_5639.DEM.tar,N66,W019
DEM1_SAR_DGE_90_20130602T181916_20140806T101847_ADS_000000_9947.DEM.tar,S69,E144
DEM1_SAR_DGE_90_20130508T222701_20140603T222042_ADS_000000_5152.DEM.tar,S80,W046
DEM1_SAR_DGE_90_20110119T130839_20120824T131039_ADS_000000_4048.DEM.tar,N55,E068
DEM1_SAR_DGE_90_20130511T041057_20140705T002756_ADS_000000_9350.DEM.tar,S88,W062
DEM1_SAR_DGE_90_20101222T004150_20120915T003331_ADS_000000_6715.DEM.tar,N65,W108
DEM1_SAR_DGE_90_20110430T091222_20121009T091241_ADS_000000_6557.DEM.tar,N08,E134
DEM1_SAR_DGE_90_20110204T100433_20130515T095819_ADS_000000_0905.DEM.tar,N45,E117
DEM1_SAR_DGE_90_20110605T113117_20140916T113755_ADS_000000_4203.DEM.tar,N28,E096
DEM1_SAR_DGE_90_20130430T230925_20140623T004551_ADS_000000_6126.DEM.tar,S86,W013
DEM1_SAR_DGE_90_20130510T073754_20140604T140535_ADS_000000_3212.DEM.tar,S88,W158
DEM1_SAR_DGE_90_20110109T111442_20140810T111527_ADS_000000_8001.DEM.tar,N47,E099
DEM1_SAR_DGE_90_20110126T100634_20140827T101121_ADS_000000_8683.DEM.tar,S17,W069
DEM1_SAR_DGE_90_20101214T161109_20120616T161126_ADS_000000_8955.DEM.tar,S09,W159
DEM1_SAR_DGE_90_20110117T094048_20130101T094334_ADS_000000_1027.DEM.tar,S36,W066
DEM1_SAR_DGE_90_20130510T122227_20140523T093922_ADS_000000_4773.DEM.tar,S88,E129
DEM1_SAR_DGE_90_20110323T135604_20130415T135032_ADS_000000_6472.DEM.tar,N39,E060
DEM1_SAR_DGE_90_20110407T101514_20131227T102535_ADS_000000_0595.DEM.tar,S05,W070
DEM1_SAR_DGE_90_20110114T033236_20140901T032533_ADS_000000_6849.DEM.tar,N64,W150
DEM1_SAR_DGE_90_20110108T161631_20121218T161105_ADS_000000_7492.DEM.tar,N51,E023
DEM1_SAR_DGE_90_20110313T075815_20120412T075827_ADS_000000_5051.DEM.tar,S04,W034
DEM1_SAR_DGE_90_20110108T112236_20140831T112807_ADS_000000_0944.DEM.tar,N16,E101
DEM1_SAR_DGE_90_20101213T204024_20140127T103904_ADS_000000_5867.DEM.tar,N74,W056
DEM1_SAR_DGE_90_20110112T040657_20140126T171729_ADS_000000_0173.DEM.tar,N66,W161
DEM1_SAR_DGE_90_20110110T122509_20140811T122857_ADS_000000_5535.DEM.tar,N29,E084
DEM1_SAR_DGE_90_20110323T091457_20140105T214753_ADS_000000_6175.DEM.tar,N55,E127
DEM1_SAR_DGE_90_20110502T030535_20121113T030821_ADS_000000_8165.DEM.tar,S12,E038
DEM1_SAR_DGE_90_20110208T182704_20131011T070020_ADS_000000_0093.DEM.tar,N53,W010
DEM1_SAR_DGE_90_20130430T213434_20140622T213607_ADS_000000_6411.DEM.tar,S84,W017
DEM1_SAR_DGE_90_20110126T110106_20140827T110404_ADS_000000_1692.DEM.tar,N35,E104
DEM1_SAR_DGE_90_20101213T204024_20140118T100644_ADS_000000_8757.DEM.tar,N70,W049
DEM1_SAR_DGE_90_20101220T184120_20140102T082145_ADS_000000_2943.DEM.tar,N72,W021
DEM1_SAR_DGE_90_20101216T091456_20130314T092604_ADS_000000_7947.DEM.tar,S09,W056
DEM1_SAR_DGE_90_20130504T171617_20140529T172630_ADS_000000_7374.DEM.tar,S83,E038
DEM1_SAR_DGE_90_20110425T183346_20140115T182930_ADS_000000_3584.DEM.tar,N22,W009
DEM1_SAR_DGE_90_20110101T030408_20121022T030831_ADS_000000_7787.DEM.tar,S05,E039
DEM1_SAR_DGE_90_20130607T010443_20140901T010616_ADS_000000_6344.DEM.tar,S69,E042
DEM1_SAR_DGE_90_20110122T182319_20130101T181806_ADS_000000_3265.DEM.tar,N11,W004
DEM1_SAR_DGE_90_20101226T011021_20130416T010213_ADS_000000_3427.DEM.tar,N75,W124
DEM1_SAR_DGE_90_20130510T232624_20140705T002756_ADS_000000_3283.DEM.tar,S89,W021
DEM1_SAR_DGE_90_20130522T072046_20140523T062940_ADS_000000_5435.DEM.tar,S90,E176
DEM1_SAR_DGE_90_20110721T105906_20130727T110218_ADS_000000_6172.DEM.tar,N19,E106
DEM1_SAR_DGE_90_20110119T113154_20140906T112540_ADS_000000_3525.DEM.tar,N53,E094
DEM1_SAR_DGE_90_20130430T054604_20140610T060452_ADS_000000_7804.DEM.tar,S83,W147
DEM1_SAR_DGE_90_20101214T202553_20140215T130309_ADS_000000_8237.DEM.tar,N83,W069
DEM1_SAR_DGE_90_20130501T004416_20140812T065345_ADS_000000_4343.DEM.tar,S85,W049
DEM1_SAR_DGE_90_20110207T183651_20140114T064034_ADS_000000_2487.DEM.tar,N30,W010
DEM1_SAR_DGE_90_20130502T161532_20140826T171018_ADS_000000_7331.DEM.tar,S87,E098
DEM1_SAR_DGE_90_20130430T041113_20140610T043126_ADS_000000_6978.DEM.tar,S83,W124
DEM1_SAR_DGE_90_20110202T173925_20130930T062233_ADS_000000_7495.DEM.tar,S17,E178
DEM1_SAR_DGE_90_20110120T125124_20130408T124344_ADS_000000_6957.DEM.tar,N53,E073
DEM1_SAR_DGE_90_20101214T033001_20130528T034332_ADS_000000_8561.DEM.tar,S14,E030
DEM1_SAR_DGE_90_20130430T085546_20140905T172316_ADS_000000_8934.DEM.tar,S82,E164
DEM1_SAR_DGE_90_20110218T091400_20121123T090732_ADS_000000_1273.DEM.tar,N51,E128
DEM1_SAR_DGE_90_20110124T100735_20131204T100851_ADS_000000_5671.DEM.tar,N55,E113
DEM1_SAR_DGE_90_20101228T131024_20140421T131217_ADS_000000_8439.DEM.tar,N64,E064
DEM1_SAR_DGE_90_20130505T073015_20140610T074108_ADS_000000_3496.DEM.tar,S80,E179
